level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
nag_outpost_primary_main_lothern_1	nag_outpost_primary_main_lothern	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_lothern_2	nag_outpost_primary_main_lothern	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lothern_3	nag_outpost_primary_main_lothern	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lothern_4	nag_outpost_primary_main_lothern	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lothern_5	nag_outpost_primary_main_lothern	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lothern_ruin	nag_outpost_primary_main_lothern	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_miragliano_1	nag_outpost_primary_main_miragliano	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_miragliano_2	nag_outpost_primary_main_miragliano	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_miragliano_3	nag_outpost_primary_main_miragliano	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_miragliano_4	nag_outpost_primary_main_miragliano	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_miragliano_5	nag_outpost_primary_main_miragliano	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_miragliano_ruin	nag_outpost_primary_main_miragliano	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_naggarond_1	nag_outpost_primary_main_naggarond	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_naggarond_2	nag_outpost_primary_main_naggarond	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_naggarond_3	nag_outpost_primary_main_naggarond	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_naggarond_4	nag_outpost_primary_main_naggarond	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_naggarond_5	nag_outpost_primary_main_naggarond	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_naggarond_ruin	nag_outpost_primary_main_naggarond	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_1	nag_outpost_primary_main_pyramid_of_nagash	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	true	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_2	nag_outpost_primary_main_pyramid_of_nagash	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_3	nag_outpost_primary_main_pyramid_of_nagash	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_4	nag_outpost_primary_main_pyramid_of_nagash	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_5	nag_outpost_primary_main_pyramid_of_nagash	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_pyramid_of_nagash_ruin	nag_outpost_primary_main_pyramid_of_nagash	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	true	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_massif_orcal_1	nag_outpost_primary_main_massif_orcal	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_massif_orcal_2	nag_outpost_primary_main_massif_orcal	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_massif_orcal_3	nag_outpost_primary_main_massif_orcal	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_massif_orcal_4	nag_outpost_primary_main_massif_orcal	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_massif_orcal_5	nag_outpost_primary_main_massif_orcal	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_massif_orcal_ruin	nag_outpost_primary_main_massif_orcal	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_tor_yvresse_1	nag_outpost_primary_main_tor_yvresse	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_tor_yvresse_2	nag_outpost_primary_main_tor_yvresse	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_tor_yvresse_3	nag_outpost_primary_main_tor_yvresse	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_tor_yvresse_4	nag_outpost_primary_main_tor_yvresse	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_tor_yvresse_5	nag_outpost_primary_main_tor_yvresse	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_tor_yvresse_ruin	nag_outpost_primary_main_tor_yvresse	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_sartosa_1	nag_outpost_primary_main_sartosa	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_sartosa_2	nag_outpost_primary_main_sartosa	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_sartosa_3	nag_outpost_primary_main_sartosa	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_sartosa_4	nag_outpost_primary_main_sartosa	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_sartosa_5	nag_outpost_primary_main_sartosa	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_sartosa_ruin	nag_outpost_primary_main_sartosa	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_the_awakening_1	nag_outpost_primary_main_awakening	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_the_awakening_2	nag_outpost_primary_main_awakening	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_the_awakening_3	nag_outpost_primary_main_awakening	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_the_awakening_4	nag_outpost_primary_main_awakening	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_the_awakening_5	nag_outpost_primary_main_awakening	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_the_awakening_ruin	nag_outpost_primary_main_awakening	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_galleons_graveyard_1	nag_outpost_primary_main_galleons_graveyard	1	1	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0
nag_outpost_primary_main_galleons_graveyard_2	nag_outpost_primary_main_galleons_graveyard	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_galleons_graveyard_3	nag_outpost_primary_main_galleons_graveyard	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_galleons_graveyard_4	nag_outpost_primary_main_galleons_graveyard	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_galleons_graveyard_5	nag_outpost_primary_main_galleons_graveyard	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_galleons_graveyard_ruin	nag_outpost_primary_main_galleons_graveyard	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0
nag_outpost_primary_main_hellpit_1	nag_outpost_primary_main_hellpit	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_hellpit_2	nag_outpost_primary_main_hellpit	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hellpit_3	nag_outpost_primary_main_hellpit	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hellpit_4	nag_outpost_primary_main_hellpit	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hellpit_5	nag_outpost_primary_main_hellpit	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hellpit_ruin	nag_outpost_primary_main_hellpit	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_skavenblight_1	nag_outpost_primary_main_skavenblight	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_skaven	true	0	0
nag_outpost_primary_main_skavenblight_2	nag_outpost_primary_main_skavenblight	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_skavenblight_3	nag_outpost_primary_main_skavenblight	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_skavenblight_4	nag_outpost_primary_main_skavenblight	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_skavenblight_5	nag_outpost_primary_main_skavenblight	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_skavenblight_ruin	nag_outpost_primary_main_skavenblight	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_empire_fort_1	nag_outpost_primary_main_empire_fort	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
nag_outpost_primary_main_empire_fort_2	nag_outpost_primary_main_empire_fort	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_empire_fort_3	nag_outpost_primary_main_empire_fort	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_empire_fort_4	nag_outpost_primary_main_empire_fort	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_empire_fort_5	nag_outpost_primary_main_empire_fort	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_empire_fort_ruin	nag_outpost_primary_main_empire_fort	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_1	nag_outpost_primary_main_fortress_gate_eagle	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_2	nag_outpost_primary_main_fortress_gate_eagle	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_3	nag_outpost_primary_main_fortress_gate_eagle	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_4	nag_outpost_primary_main_fortress_gate_eagle	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_5	nag_outpost_primary_main_fortress_gate_eagle	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_eagle_ruin	nag_outpost_primary_main_fortress_gate_eagle	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_1	nag_outpost_primary_main_fortress_gate_griffon	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_2	nag_outpost_primary_main_fortress_gate_griffon	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_3	nag_outpost_primary_main_fortress_gate_griffon	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_4	nag_outpost_primary_main_fortress_gate_griffon	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_5	nag_outpost_primary_main_fortress_gate_griffon	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_griffon_ruin	nag_outpost_primary_main_fortress_gate_griffon	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_1	nag_outpost_primary_main_fortress_gate_phoenix	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_2	nag_outpost_primary_main_fortress_gate_phoenix	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_3	nag_outpost_primary_main_fortress_gate_phoenix	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_4	nag_outpost_primary_main_fortress_gate_phoenix	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_5	nag_outpost_primary_main_fortress_gate_phoenix	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_phoenix_ruin	nag_outpost_primary_main_fortress_gate_phoenix	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_1	nag_outpost_primary_main_fortress_gate_unicorn	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_2	nag_outpost_primary_main_fortress_gate_unicorn	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_3	nag_outpost_primary_main_fortress_gate_unicorn	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_4	nag_outpost_primary_main_fortress_gate_unicorn	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_5	nag_outpost_primary_main_fortress_gate_unicorn	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_fortress_gate_unicorn_ruin	nag_outpost_primary_main_fortress_gate_unicorn	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_elven_colony_1	nag_outpost_primary_main_elven_colony	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh_cam_settlement_major_empire	true	0	0
nag_outpost_primary_main_elven_colony_2	nag_outpost_primary_main_elven_colony	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_elven_colony_3	nag_outpost_primary_main_elven_colony	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_elven_colony_4	nag_outpost_primary_main_elven_colony	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_elven_colony_5	nag_outpost_primary_main_elven_colony	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_elven_colony_ruin	nag_outpost_primary_main_elven_colony	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_elven_colony_minor_1	nag_outpost_primary_main_elven_minor_colony	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	wh_cam_settlement_minor_empire	true	0	2000
nag_outpost_primary_main_elven_colony_minor_ruin	nag_outpost_primary_main_elven_minor_colony	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_oak_of_ages_1	nag_outpost_primary_main_oak_of_ages	1	1	100	0		false	0	0	0	0	false				true	wh_dlc05_elf_oak_of_ages	false	0.0	0	true	0	wh_dlc05_wef_oak_of_ages_low_tier	true	0	0
nag_outpost_primary_main_oak_of_ages_ruin	nag_outpost_primary_main_oak_of_ages	0	1	0	0		false	0	0	0	0	false				true	wh_dlc05_elf_oak_of_ages	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_landmark_necropolis_mourkain_1	nag_outpost_landmark_necropolis_mourkain	0	4	5000	0		false	0	0	0	0	false				true	wh2_dlc15_special_morgheim_necropolis_tmb	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_boneyard_mourkain_1	nag_outpost_landmark_boneyard_mourkain	0	4	4000	0		false	0	0	0	0	false				true	wh2_main_special_galbaraz_mourkain_tmb	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_dragon_isle_port_1	nag_outpost_landmark_dragon_isle_port	1	1	800	0		false	0	0	0	0	false				true	wh2_dlc14_special_dragon_isle_port	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_dragon_isle_port_ruin	nag_outpost_landmark_dragon_isle_port	0	0	0	0		false	0	0	0	0	false				true	wh2_dlc14_special_dragon_isle_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_landmark_lothern_port_1	nag_outpost_landmark_lothern_port	1	2	1000	0		false	0	0	0	0	false				true	wh2_main_special_lothern_port	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_lothern_port_ruin	nag_outpost_landmark_lothern_port	0	0	0	0		false	0	0	0	0	false				true	wh2_main_special_lothern_port	false	0.0	0	false	0		true	0	0
nag_outpost_landmark_erengrad_port_1	nag_outpost_landmark_erengrad_port	1	2	1000	0		false	0	0	0	0	false				true	wh_main_special_erengrad_port	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_erengrad_port_ruin	nag_outpost_landmark_erengrad_port	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_erengrad_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_landmark_marienburg_port_1	nag_outpost_landmark_marienburg_port	1	2	1000	0		false	0	0	0	0	false				true	wh_main_special_marienburg_port	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_marienburg_port_ruin	nag_outpost_landmark_marienburg_port	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_marienburg_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_landmark_albion_port_1	nag_outpost_landmark_albion_port	1	1	500	0		false	0	0	0	0	false				true	wh_main_special_albion_port	false	0.0	0	true	1		true	0	0
nag_outpost_landmark_albion_port_ruin	nag_outpost_landmark_albion_port	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_albion_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
