event	group	target	flavour_text	image	secondary_detail	layout	layout_data	sound_event	context_located	override_icon	instant_open
diplomacy_war_coordination_target_force_invalidated	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_force_invalidated_ours_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_success_ours	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
diplomacy_war_coordination_target_force_pursued	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh_event_feed_string_diplomacy_war_coordination_target_force_pursued_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_force_pursued	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_force_success	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_force_success_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_force_success	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_force_success	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_force_success_ours_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_success_ours	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_region_invalidated	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_region_invalidated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_region_success	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
diplomacy_war_coordination_target_region_invalidated	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_region_invalidated_ours_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_success_ours	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
diplomacy_war_coordination_target_region_occupation_invalidated	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_dlc20_event_feed_string_diplomacy_war_coordination_target_region_occupation_invalidated_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_region_success	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
diplomacy_war_coordination_target_region_occupation_pursued	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_dlc20_event_feed_string_diplomacy_war_coordination_target_region_occupation_pursued_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_force_pursued	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_region_occupation_success	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_dlc20_event_feed_string_diplomacy_war_coordination_target_region_occupation_success_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_region_success_no_faction	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_region_pursued	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh_event_feed_string_diplomacy_war_coordination_target_region_pursued_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_force_pursued	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_region_success	nag_event_feed	event_feed_target_ally	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_region_success_secondary_detail	diplomacy_notification	event_feed_layout_data_diplomacy_war_coordination_target_region_success	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_coordination_target_region_success	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_diplomacy_war_coordination_target_region_success_ours_secondary_detail	faction	event_feed_layout_data_diplomacy_war_coordination_target_success_ours	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
diplomacy_war_declared	nag_event_feed	event_feed_target_diplomacy_actor	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh_event_feed_string_diplomacy_treaty_war_declared_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
diplomacy_war_declared	nag_event_feed	event_feed_target_diplomacy_known_to	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh_event_feed_string_diplomacy_treaty_war_declared_description_theirs	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
diplomacy_war_declared	nag_event_feed	event_feed_target_diplomacy_recipient	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh_event_feed_string_diplomacy_treaty_war_declared_description	diplomacy_notification	event_feed_layout_data_diplomatic_actor_left_recipient_right	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
faction_ancillary_gained_stolen	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_up	wh_event_feed_string_all_null	trait_ancillary_gained	event_feed_layout_data_faction_ancillary_gained	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
faction_ancillary_gained	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_up	wh_event_feed_string_all_null	trait_ancillary_gained	event_feed_layout_data_faction_ancillary_gained	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
faction_bankruptcy	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/civilisation_down	wh_event_feed_string_faction_bankruptcy_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
faction_campaign_chapter_objective_complete	nag_event_feed	event_feed_target_mission_faction	wh_event_feed_string_faction_campaign_chapter_objective_complete_description	mixer_nag_nagash/army_morale_up	wh_event_feed_string_faction_campaign_chapter_objective_complete_secondary_detail	mission	event_feed_layout_data_event_mission	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
faction_campaign_lost	nag_event_feed	event_feed_target_mission_faction	wh_event_feed_string_all_null	mixer_nag_nagash/defeat	wh_event_feed_string_faction_campaign_lost_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
faction_event_character_incident	nag_event_feed	event_feed_target_incident_faction	wh_event_feed_string_all_null	mixer_nag_nagash/#(incident)	wh_event_feed_string_faction_event_incident_secondary_detail	incident	event_feed_layout_data_event_incident	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
faction_event_dilemma	nag_event_feed	event_feed_target_dilemma_faction	wh_event_feed_string_all_null	mixer_nag_nagash/#(dilemma)	wh_event_feed_string_faction_event_dilemma_secondary_detail	dilemma	event_feed_layout_data_event_dilemma	UI_CAM_EVENT_Dilemma	event_feed_context_location_dilemma_target		false
faction_event_faction_incident	nag_event_feed	event_feed_target_incident_faction	wh_event_feed_string_all_null	mixer_nag_nagash/#(incident)	wh_event_feed_string_faction_event_incident_secondary_detail	incident	event_feed_layout_data_event_incident	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
faction_event_incident	nag_event_feed	event_feed_target_incident_faction	wh_event_feed_string_all_null	mixer_nag_nagash/#(incident)	wh_event_feed_string_faction_event_incident_secondary_detail	incident	event_feed_layout_data_event_incident	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
faction_event_region_incident	nag_event_feed	event_feed_target_incident_faction	wh_event_feed_string_all_null	mixer_nag_nagash/#(incident)	wh_event_feed_string_faction_event_incident_secondary_detail	incident	event_feed_layout_data_event_incident	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
faction_ignores_trespass_warning	nag_event_feed	event_feed_target_owner	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_faction_ignores_trespass_warning_secondary_detail	faction	event_feed_layout_data_faction_ignores_trespass_warning	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
faction_resource_gained	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_all_null	mixer_nag_nagash/civilisation_up	wh_event_feed_string_faction_resource_gained_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
faction_resource_lost	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_all_null	mixer_nag_nagash/civilisation_down	wh_event_feed_string_faction_resource_lost_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
faction_technology_researched	nag_event_feed	event_feed_target_faction	wh_event_feed_string_faction_technology_researched_description	mixer_nag_nagash/unique_tomb_king_awakens	wh_event_feed_string_faction_technology_researched_secondary_detail	technology_advances	event_feed_layout_data_technology_researched	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
foreign_slot_building_constructed	nag_event_feed	event_feed_target_building_faction	wh_event_feed_string_provinces_building_constructed_description	mixer_nag_nagash/civilisation_up	wh_event_feed_string_provinces_building_constructed_secondary_detail	building_constructed	event_feed_layout_data_building_event	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_building_region_and_province		false
foreign_slot_building_demolished	nag_event_feed	event_feed_target_building_faction	wh_event_feed_string_provinces_building_demolished_description	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_building_demolished_secondary_detail	building_constructed	event_feed_layout_data_building_event	UI_CAM_POPUP_Message_Event_Neutral	event_feed_location_building_region_and_province		false
loaned_army_returned_after_alliance_broke	nag_event_feed	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_loaned_army_returned_after_alliance_broke_secondary_detail	hostile_action	event_feed_location_data_loaned_army_returned_after_alliance_broke	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
loaned_army_returned_after_general_died	nag_event_feed	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/diplomacy	wh3_main_event_feed_string_loaned_army_returned_after_general_died_secondary_detail	hostile_action	event_feed_location_data_loaned_army_returned_after_alliance_broke	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
mercenary_unit_character_level_restriction_lifted	nag_event_feed	event_feed_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_up	wh_event_feed_string_military_unit_of_renown_unlocked_description	mercenary_unit_unlock	event_feed_layout_data_mercenary_unit_character_level_restriction_lifted	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
military_ambusher_discovered_yours	nag_event_feed	event_feed_target_ambusher_faction	wh_event_feed_string_all_null	mixer_nag_nagash/generic	wh_event_feed_string_military_ambusher_secondary_detail_theirs	hostile_action	event_feed_layout_data_military_ambusher_discovered_yours	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
military_ambusher_discovered	nag_event_feed	event_feed_target_discovered_by	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_military_ambusher_secondary_detail	hostile_action	event_feed_layout_data_military_ambusher_discovered	UI_CAM_POPUP_Message_Event_Neutral	event_feed_location_ambusher_general		false
military_army_destroyed	nag_event_feed	event_feed_target_military_force_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_down	wh_event_feed_string_military_army_destroyed_secondary_detail	hostile_action	event_feed_layout_data_military_army_destroyed	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
military_army_disbanded	nag_event_feed	event_feed_target_military_force_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_down	wh_event_feed_string_military_army_disbanded_description	hostile_action	event_feed_layout_data_military_army_founded	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
military_army_founded	nag_event_feed	event_feed_target_military_force_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_up	wh_event_feed_string_military_army_founded_description	hostile_action	event_feed_layout_data_military_army_founded	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_military_force_general		false
military_army_withdraws	nag_event_feed	event_feed_target_military_force_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_down	wh_event_feed_string_military_army_withdraws_secondary_detail	hostile_action	event_feed_layout_data_military_army_withdraws	UI_CAM_POPUP_Message_Event_Neutral	event_feed_location_military_force_general		false
military_companion_army	nag_event_feed	event_feed_target_parent_faction_known_to	wh_event_feed_string_all_null	grn/army_morale_up	wh_event_feed_string_military_companion_army_secondary_detail	faction	event_feed_layout_data_military_companion_army	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
military_unit_recruited	nag_event_feed	event_feed_target_military_unit_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_up	wh_event_feed_string_all_null	recruitment	event_feed_layout_data_unit_recruited	UI_CAM_POPUP_Message_Event_Neutral	event_feed_location_military_force_general		false
provinces_building_constructed	nag_event_feed	event_feed_target_building_faction	wh_event_feed_string_provinces_building_constructed_description	mixer_nag_nagash/civilisation_up	wh_event_feed_string_provinces_building_constructed_secondary_detail	building_constructed	event_feed_layout_data_building_event	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_building_region_and_province		false
provinces_building_demolished	nag_event_feed	event_feed_target_building_faction	wh_event_feed_string_provinces_building_demolished_description	mixer_nag_nagash/generic	wh_event_feed_string_provinces_building_demolished_secondary_detail	building_constructed	event_feed_layout_data_building_event	UI_CAM_POPUP_Message_Event_Neutral	event_feed_location_building_region_and_province		false
provinces_development_points_available	nag_event_feed	event_feed_target_province_faction	wh_event_feed_string_province_development_points_available_value	mixer_nag_nagash/civilisation_up	wh_event_feed_string_province_development_points_available_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
provinces_settlement_abandoned	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_provinces_settlement_abandoned_description	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_settlement_abandoned_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
provinces_settlement_looted	nag_event_feed	event_feed_target_attacked_by_faction	wh_event_feed_string_all_null	mixer_nag_nagash/besieged	wh_event_feed_string_provinces_settlement_looted_theirs_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
provinces_settlement_looted	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_all_null	mixer_nag_nagash/besieged	wh_event_feed_string_provinces_settlement_looted_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
provinces_settlement_razed	nag_event_feed	event_feed_target_attacked_by_faction	wh_event_feed_string_all_null	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_settlement_razed_theirs_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
provinces_settlement_razed	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_all_null	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_settlement_razed_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
provinces_settlement_sacked	nag_event_feed	event_feed_target_attacked_by_faction	wh_event_feed_string_all_null	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_settlement_sacked_theirs_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
provinces_settlement_sacked	nag_event_feed	event_feed_target_settlement_faction	wh_event_feed_string_all_null	mixer_nag_nagash/settlement_lost	wh_event_feed_string_provinces_settlement_sacked_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
provinces_unrest_imminent_rebellion	nag_event_feed	event_feed_target_province_faction	wh_event_feed_string_province_rebellion_imminent_description	mixer_nag_nagash/civilisation_down	wh_event_feed_string_province_rebellion_imminent_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
provinces_unrest_rebellion	nag_event_feed	event_feed_target_province_faction	wh_event_feed_string_all_null	mixer_nag_nagash/civilisation_down	wh_event_feed_string_province_rebellion_description	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_hinder_army_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_army_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_hinder_army_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs_immortal	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_army_with_immortal_general	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs_immortal	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_hinder_army_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_critical_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_army_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_hinder_army_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_army	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_assassinate_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_assassinate_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_critical_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/messenger	wh_event_feed_string_agent_action_assassinate_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_character	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_target_faction	wh_event_feed_string_all_null	mixer_nag_nagash/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_assassinate_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_failure_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Failure	wh_event_feed_string_agent_action_assassinate_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	event_feed_target_agent_faction	wh_event_feed_string_all_null	mixer_nag_nagash/nag_Action_Success	wh_event_feed_string_agent_action_assassinate_critical_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
