building	effect	effect_scope	value	value_damaged	value_ruined
nag_outpost_primary_main_lothern_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_lothern_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_lothern_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_massif_orcal_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_massif_orcal_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_massif_orcal_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_massif_orcal_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_massif_orcal_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_massif_orcal_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_massif_orcal_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_massif_orcal_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_massif_orcal_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_miragliano_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_miragliano_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_miragliano_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_miragliano_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_miragliano_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_miragliano_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_miragliano_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_miragliano_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_miragliano_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_naggarond_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_naggarond_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_naggarond_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_naggarond_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_naggarond_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_naggarond_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_naggarond_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_naggarond_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_naggarond_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_pyramid_of_nagash_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_sartosa_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_sartosa_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_sartosa_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_sartosa_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_sartosa_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_sartosa_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_sartosa_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_sartosa_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_sartosa_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_skavenblight_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_skavenblight_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_skavenblight_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_skavenblight_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_skavenblight_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_skavenblight_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_skavenblight_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_skavenblight_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_skavenblight_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_the_awakening_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_the_awakening_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_the_awakening_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_the_awakening_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_the_awakening_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_the_awakening_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_the_awakening_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_the_awakening_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_the_awakening_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_tor_yvresse_1	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_tor_yvresse_2	wh_main_effect_province_growth_building	region_to_province_own	20.0	10.0	0.0
nag_outpost_primary_main_tor_yvresse_2	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_tor_yvresse_3	wh_main_effect_province_growth_building	region_to_province_own	25.0	12.0	0.0
nag_outpost_primary_main_tor_yvresse_3	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_tor_yvresse_4	wh_main_effect_province_growth_building	region_to_province_own	30.0	15.0	0.0
nag_outpost_primary_main_tor_yvresse_4	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_primary_main_tor_yvresse_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
nag_outpost_primary_main_tor_yvresse_5	nag_building_effect_cannot_grow_enable	region_to_province_own	-500.0	-500.0	0.0
nag_outpost_special_awakening_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_awakening_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_awakening_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_awakening_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_awakening_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_awakening_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_awakening_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_awakening_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_awakening_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_awakening_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_awakening_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_awakening_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_4	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_awakening_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_awakening_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_awakening_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_awakening_5	wh_main_effect_construction_slot_dummy	this_building	9.0	9.0	9.0
nag_outpost_special_drakenhof_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_drakenhof_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_drakenhof_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_drakenhof_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_drakenhof_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_drakenhof_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_drakenhof_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_drakenhof_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_drakenhof_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_drakenhof_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_drakenhof_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_drakenhof_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_4	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_drakenhof_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_drakenhof_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_drakenhof_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_drakenhof_5	wh_main_effect_construction_slot_dummy	this_building	9.0	9.0	9.0
nag_outpost_special_khemri_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_khemri_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_khemri_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_khemri_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_khemri_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_khemri_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_khemri_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_khemri_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_khemri_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_khemri_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_khemri_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_khemri_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_4	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_khemri_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_khemri_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_khemri_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_khemri_5	wh_main_effect_construction_slot_dummy	this_building	9.0	9.0	9.0
nag_outpost_special_lahmia_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_lahmia_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_lahmia_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_lahmia_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_lahmia_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_lahmia_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_lahmia_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_lahmia_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_lahmia_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_lahmia_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_lahmia_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_lahmia_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_4	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_lahmia_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_lahmia_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_lahmia_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_lahmia_5	wh_main_effect_construction_slot_dummy	this_building	9.0	9.0	9.0
nag_outpost_special_mourkain_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_mourkain_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_mourkain_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_mourkain_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_mourkain_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_mourkain_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_mourkain_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_mourkain_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_mourkain_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_mourkain_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_mourkain_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_mourkain_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_4	wh_main_effect_construction_slot_dummy	this_building	5.0	5.0	5.0
nag_outpost_special_mourkain_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_mourkain_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_mourkain_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_mourkain_5	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_nagashizzar_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_nagashizzar_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_nagashizzar_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_nagashizzar_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_nagashizzar_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_nagashizzar_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_nagashizzar_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_nagashizzar_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_nagashizzar_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_nagashizzar_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_nagashizzar_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_nagashizzar_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_4	wh_main_effect_construction_slot_dummy	this_building	5.0	5.0	5.0
nag_outpost_special_nagashizzar_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_nagashizzar_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_nagashizzar_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_nagashizzar_5	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
nag_outpost_special_quintex_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	0.0	0.0
nag_outpost_special_quintex_1	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_quintex_1	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_1	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_1	wh_main_effect_construction_slot_dummy	this_building	2.0	2.0	2.0
nag_outpost_special_quintex_2	wh_main_effect_province_growth_building	region_to_province_own	25.0	5.0	0.0
nag_outpost_special_quintex_2	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_quintex_2	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_2	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_2	wh_main_effect_construction_slot_dummy	this_building	3.0	3.0	3.0
nag_outpost_special_quintex_3	wh_main_effect_province_growth_building	region_to_province_own	30.0	5.0	0.0
nag_outpost_special_quintex_3	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_quintex_3	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_3	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_3	wh_main_effect_construction_slot_dummy	this_building	4.0	4.0	4.0
nag_outpost_special_quintex_4	wh_main_effect_province_growth_building	region_to_province_own	35.0	5.0	0.0
nag_outpost_special_quintex_4	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_quintex_4	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_4	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_4	wh_main_effect_construction_slot_dummy	this_building	5.0	5.0	5.0
nag_outpost_special_quintex_5	wh_main_effect_province_growth_building	region_to_province_own	40.0	5.0	0.0
nag_outpost_special_quintex_5	nag_building_effect_cannot_grow_disable	region_to_province_own	500.0	500.0	500.0
nag_outpost_special_quintex_5	wh_main_effect_settlement_walls_hidden	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_5	wh_main_effect_textonly_walls	region_to_region_own	1.0	1.0	1.0
nag_outpost_special_quintex_5	wh_main_effect_construction_slot_dummy	this_building	7.0	7.0	7.0
