id	mission_key	option_key	value
358020	nag_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
358021	nag_assassinate_character_agent_vmp	CND_FIRST_ROUND	4
358022	nag_assassinate_character_agent_vmp	CND_CULTURE	nag_nagash
358023	nag_assassinate_character_agent_vmp	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358024	nag_assassinate_character_agent_vmp	GEN_CND_WAR	
358025	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358026	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358027	nag_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
358028	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MOD_EASY	2.0
358029	nag_assassinate_character_agent_vmp	GEN_CND_NOT_WOUNDED	
358030	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MIN	4
358031	nag_assassinate_character_agent_vmp	GEN_CND_VISIBLE	
358032	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MAX	8
358033	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358034	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358035	nag_assassinate_character_agent_vmp	CND_CAMPAIGN	main_warhammer
358036	nag_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_MOD_HARD	1.2
358037	nag_assassinate_character_agent_vmp	GEN_CND_AGENT	
358038	nag_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
358039	nag_assassinate_character_agent_vmp	VAR_CHANCE	25
358040	nag_assassinate_character_agent_vmp	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
358041	nag_assassinate_character_agent_vmp	GEN_TARGET_CHARACTER	
358042	nag_assassinate_character_agent_wef	VAR_CHANCE	25
358043	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MOD_EASY	2.0
358044	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MOD_HARD	1.2
358045	nag_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
358046	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MIN	4
358047	nag_assassinate_character_agent_wef	GEN_CND_NOT_WOUNDED	
358048	nag_assassinate_character_agent_wef	GEN_CND_MAX_REGION_DISTANCE	3
358049	nag_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
358050	nag_assassinate_character_agent_wef	CND_ROUNDS_UNTIL_NEXT	16
358051	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358052	nag_assassinate_character_agent_wef	CND_CAMPAIGN	main_warhammer
358053	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358054	nag_assassinate_character_agent_wef	GEN_CND_VISIBLE	
358055	nag_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
358056	nag_assassinate_character_agent_wef	GEN_CND_SUBCULTURE	wh_dlc05_sc_wef_wood_elves
358057	nag_assassinate_character_agent_wef	CND_FIRST_ROUND	4
358058	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_MAX	8
358059	nag_assassinate_character_agent_wef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358060	nag_assassinate_character_agent_wef	GEN_CND_WAR	
358061	nag_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
358062	nag_assassinate_character_agent_wef	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
358063	nag_assassinate_character_agent_wef	GEN_CND_AGENT	
358064	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358065	nag_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
358066	nag_assassinate_character_agent_wef	CND_CULTURE	nag_nagash
358067	nag_assassinate_character_agent_wef	GEN_TARGET_CHARACTER	
358068	nag_assassinate_character_agent_wef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358069	nag_capture_regions_brt	GEN_CND_WAR	
358070	nag_capture_regions_brt	CND_CULTURE	nag_nagash
358071	nag_capture_regions_brt	CND_FIRST_ROUND	4
358072	nag_capture_regions_brt	VAR_CHANCE	25
358073	nag_capture_regions_brt	GEN_CND_SUBCULTURE	wh_main_sc_brt_bretonnia
358074	nag_capture_regions_brt	VAR_MISSION_LENGTH_MOD_HARD	1.2
358075	nag_capture_regions_brt	CND_ROUNDS_UNTIL_NEXT	16
358076	nag_capture_regions_brt	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358077	nag_capture_regions_brt	VAR_MISSION_LENGTH_MOD_EASY	2.0
358078	nag_capture_regions_brt	GEN_CND_REGION_NEIGHBOURS	
358079	nag_capture_regions_brt	GEN_TARGET_REGION	
358080	nag_capture_regions_brt	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358081	nag_capture_regions_brt	VAR_MISSION_LENGTH_MIN	4
358082	nag_capture_regions_brt	CND_CAMPAIGN	main_warhammer
358083	nag_capture_regions_brt	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358084	nag_capture_regions_brt	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358085	nag_capture_regions_brt	VAR_MISSION_LENGTH_MAX	8
358086	nag_capture_regions_brt	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358087	nag_capture_regions_brt	GEN_CND_NOT_OWNS	
358088	nag_capture_regions_def	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358089	nag_capture_regions_def	GEN_CND_NOT_OWNS	
358090	nag_capture_regions_def	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358091	nag_capture_regions_def	VAR_MISSION_LENGTH_MAX	8
358092	nag_capture_regions_def	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358093	nag_capture_regions_def	CND_CULTURE	nag_nagash
358094	nag_capture_regions_def	VAR_CHANCE	25
358095	nag_capture_regions_def	VAR_MISSION_LENGTH_MIN	4
358096	nag_capture_regions_def	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358097	nag_capture_regions_def	VAR_MISSION_LENGTH_MOD_EASY	2.0
358098	nag_capture_regions_def	GEN_CND_SUBCULTURE	wh2_main_sc_def_dark_elves
358099	nag_capture_regions_def	CND_ROUNDS_UNTIL_NEXT	16
358100	nag_capture_regions_def	GEN_TARGET_REGION	
358101	nag_capture_regions_def	GEN_CND_REGION_NEIGHBOURS	
358102	nag_capture_regions_def	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358103	nag_capture_regions_def	CND_FIRST_ROUND	4
358104	nag_capture_regions_def	GEN_CND_WAR	
358105	nag_capture_regions_def	VAR_MISSION_LENGTH_MOD_HARD	1.2
358106	nag_capture_regions_def	CND_CAMPAIGN	main_warhammer
358107	nag_capture_regions_dwf	CND_CAMPAIGN	main_warhammer
358108	nag_capture_regions_dwf	VAR_CHANCE	25
358109	nag_capture_regions_dwf	CND_FIRST_ROUND	4
358110	nag_capture_regions_dwf	CND_ROUNDS_UNTIL_NEXT	16
358111	nag_capture_regions_dwf	GEN_CND_SUBCULTURE	wh_main_sc_dwf_dwarfs
358112	nag_capture_regions_dwf	GEN_CND_NOT_OWNS	
358113	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358114	nag_capture_regions_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358115	nag_capture_regions_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358116	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358117	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MAX	8
358118	nag_capture_regions_dwf	GEN_CND_REGION_NEIGHBOURS	
358119	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MOD_EASY	2.0
358120	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MIN	4
358121	nag_capture_regions_dwf	GEN_TARGET_REGION	
358122	nag_capture_regions_dwf	GEN_CND_WAR	
358123	nag_capture_regions_dwf	CND_CULTURE	nag_nagash
358124	nag_capture_regions_dwf	VAR_MISSION_LENGTH_MOD_HARD	1.2
358125	nag_capture_regions_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358126	nag_capture_regions_emp	CND_CULTURE	nag_nagash
358127	nag_capture_regions_emp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358128	nag_capture_regions_emp	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358129	nag_capture_regions_emp	VAR_CHANCE	25
358130	nag_capture_regions_emp	CND_ROUNDS_UNTIL_NEXT	16
358131	nag_capture_regions_emp	GEN_CND_NOT_OWNS	
358132	nag_capture_regions_emp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358133	nag_capture_regions_emp	VAR_MISSION_LENGTH_MOD_HARD	1.2
358134	nag_capture_regions_emp	GEN_TARGET_REGION	
358135	nag_capture_regions_emp	CND_CAMPAIGN	main_warhammer
358136	nag_capture_regions_emp	CND_FIRST_ROUND	4
358137	nag_capture_regions_emp	VAR_MISSION_LENGTH_MIN	4
358138	nag_capture_regions_emp	VAR_MISSION_LENGTH_MAX	8
358139	nag_capture_regions_emp	VAR_MISSION_LENGTH_MOD_EASY	2.0
358140	nag_capture_regions_emp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358141	nag_capture_regions_emp	GEN_CND_SUBCULTURE	wh_main_sc_emp_empire
358142	nag_capture_regions_emp	GEN_CND_REGION_NEIGHBOURS	
358143	nag_capture_regions_emp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358144	nag_capture_regions_emp	GEN_CND_WAR	
358145	nag_capture_regions_grn	VAR_MISSION_LENGTH_MAX	8
358146	nag_capture_regions_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358147	nag_capture_regions_grn	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358148	nag_capture_regions_grn	VAR_CHANCE	25
358149	nag_capture_regions_grn	VAR_MISSION_LENGTH_MOD_EASY	2.0
358150	nag_capture_regions_grn	GEN_CND_REGION_NEIGHBOURS	
358151	nag_capture_regions_grn	GEN_CND_WAR	
358152	nag_capture_regions_grn	GEN_TARGET_REGION	
358153	nag_capture_regions_grn	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358154	nag_capture_regions_grn	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358155	nag_capture_regions_grn	CND_ROUNDS_UNTIL_NEXT	16
358156	nag_capture_regions_grn	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358157	nag_capture_regions_grn	CND_CAMPAIGN	main_warhammer
358158	nag_capture_regions_grn	CND_FIRST_ROUND	4
358159	nag_capture_regions_grn	GEN_CND_NOT_OWNS	
358160	nag_capture_regions_grn	CND_CULTURE	nag_nagash
358161	nag_capture_regions_grn	VAR_MISSION_LENGTH_MIN	4
358162	nag_capture_regions_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
358163	nag_capture_regions_grn	GEN_CND_SUBCULTURE	wh_main_sc_grn_greenskins
358164	nag_capture_regions_hef	VAR_MISSION_LENGTH_MAX	8
358165	nag_capture_regions_hef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358166	nag_capture_regions_hef	GEN_CND_NOT_OWNS	
358167	nag_capture_regions_hef	VAR_MISSION_LENGTH_MOD_HARD	1.2
358168	nag_capture_regions_hef	VAR_MISSION_LENGTH_MIN	4
358169	nag_capture_regions_hef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358170	nag_capture_regions_hef	GEN_CND_WAR	
358171	nag_capture_regions_hef	CND_CULTURE	nag_nagash
358172	nag_capture_regions_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358173	nag_capture_regions_hef	GEN_CND_REGION_NEIGHBOURS	
358174	nag_capture_regions_hef	CND_CAMPAIGN	main_warhammer
358175	nag_capture_regions_hef	GEN_TARGET_REGION	
358176	nag_capture_regions_hef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358177	nag_capture_regions_hef	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358178	nag_capture_regions_hef	VAR_CHANCE	25
358179	nag_capture_regions_hef	CND_ROUNDS_UNTIL_NEXT	16
358180	nag_capture_regions_hef	VAR_MISSION_LENGTH_MOD_EASY	2.0
358181	nag_capture_regions_hef	CND_FIRST_ROUND	4
358182	nag_capture_regions_hef	GEN_CND_SUBCULTURE	wh2_main_sc_hef_high_elves
358183	nag_capture_regions_lzd	GEN_CND_SUBCULTURE	wh2_main_sc_lzd_lizardmen
358184	nag_capture_regions_lzd	CND_ROUNDS_UNTIL_NEXT	16
358185	nag_capture_regions_lzd	CND_CAMPAIGN	main_warhammer
358186	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
358187	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358188	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MAX	8
358189	nag_capture_regions_lzd	GEN_TARGET_REGION	
358190	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MOD_HARD	1.2
358191	nag_capture_regions_lzd	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358192	nag_capture_regions_lzd	VAR_CHANCE	25
358193	nag_capture_regions_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358194	nag_capture_regions_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358195	nag_capture_regions_lzd	CND_CULTURE	nag_nagash
358196	nag_capture_regions_lzd	GEN_CND_NOT_OWNS	
358197	nag_capture_regions_lzd	CND_FIRST_ROUND	4
358198	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358199	nag_capture_regions_lzd	VAR_MISSION_LENGTH_MIN	4
358200	nag_capture_regions_lzd	GEN_CND_WAR	
358201	nag_capture_regions_lzd	GEN_CND_REGION_NEIGHBOURS	
358202	nag_capture_regions_skv	VAR_MISSION_LENGTH_MIN	4
358203	nag_capture_regions_skv	GEN_CND_SUBCULTURE	wh2_main_sc_skv_skaven
358204	nag_capture_regions_skv	CND_CULTURE	nag_nagash
358205	nag_capture_regions_skv	GEN_CND_REGION_NEIGHBOURS	
358206	nag_capture_regions_skv	GEN_TARGET_REGION	
358207	nag_capture_regions_skv	GEN_CND_WAR	
358208	nag_capture_regions_skv	GEN_CND_NOT_OWNS	
358209	nag_capture_regions_skv	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358210	nag_capture_regions_skv	VAR_CHANCE	25
358211	nag_capture_regions_skv	VAR_MISSION_LENGTH_MAX	8
358212	nag_capture_regions_skv	VAR_MISSION_LENGTH_MOD_EASY	2.0
358213	nag_capture_regions_skv	CND_ROUNDS_UNTIL_NEXT	16
358214	nag_capture_regions_skv	CND_FIRST_ROUND	4
358215	nag_capture_regions_skv	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358216	nag_capture_regions_skv	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358217	nag_capture_regions_skv	GEN_CND_GARRISON_RESIDENCE_EXPOSED	
358218	nag_capture_regions_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358219	nag_capture_regions_skv	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358220	nag_capture_regions_skv	CND_CAMPAIGN	main_warhammer
358221	nag_capture_regions_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
358222	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MOD_HARD	1.2
358223	nag_capture_regions_tmb	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358224	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358225	nag_capture_regions_tmb	GEN_TARGET_REGION	
358226	nag_capture_regions_tmb	GEN_CND_NOT_OWNS	
358227	nag_capture_regions_tmb	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358228	nag_capture_regions_tmb	CND_ROUNDS_UNTIL_NEXT	16
358229	nag_capture_regions_tmb	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
358230	nag_capture_regions_tmb	GEN_CND_WAR	
358231	nag_capture_regions_tmb	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358232	nag_capture_regions_tmb	CND_FIRST_ROUND	4
358233	nag_capture_regions_tmb	CND_CULTURE	nag_nagash
358234	nag_capture_regions_tmb	CND_CAMPAIGN	main_warhammer
358235	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MAX	8
358236	nag_capture_regions_tmb	VAR_CHANCE	25
358237	nag_capture_regions_tmb	GEN_CND_REGION_NEIGHBOURS	
358238	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358239	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MIN	4
358240	nag_capture_regions_tmb	VAR_MISSION_LENGTH_MOD_EASY	2.0
358241	nag_capture_regions_vmp	GEN_CND_WAR	
358242	nag_capture_regions_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358243	nag_capture_regions_vmp	CND_CULTURE	nag_nagash
358244	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MIN	4
358245	nag_capture_regions_vmp	GEN_CND_SUBCULTURE	wh_main_sc_vmp_vampire_counts
358246	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MOD_EASY	2.0
358247	nag_capture_regions_vmp	CND_ROUNDS_UNTIL_NEXT	16
358248	nag_capture_regions_vmp	GEN_TARGET_REGION	
358249	nag_capture_regions_vmp	GEN_CND_REGION_NEIGHBOURS	
358250	nag_capture_regions_vmp	VAR_CHANCE	25
358251	nag_capture_regions_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358252	nag_capture_regions_vmp	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358253	nag_capture_regions_vmp	GEN_CND_NOT_OWNS	
358254	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MAX	8
358255	nag_capture_regions_vmp	CND_CAMPAIGN	main_warhammer
358256	nag_capture_regions_vmp	CND_FIRST_ROUND	4
358257	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358258	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358259	nag_capture_regions_vmp	VAR_MISSION_LENGTH_MOD_HARD	1.2
358260	nag_capture_regions_wef	VAR_MISSION_LENGTH_MIN	4
358261	nag_capture_regions_wef	GEN_CND_WAR	
358262	nag_capture_regions_wef	GEN_TARGET_REGION	
358263	nag_capture_regions_wef	CND_CULTURE	nag_nagash
358264	nag_capture_regions_wef	GEN_CND_SUBCULTURE	wh_dlc05_sc_wef_wood_elves
358265	nag_capture_regions_wef	VAR_MISSION_LENGTH_MOD_EASY	2.0
358266	nag_capture_regions_wef	VAR_MISSION_LENGTH_MAX	8
358267	nag_capture_regions_wef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358268	nag_capture_regions_wef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358269	nag_capture_regions_wef	VAR_MISSION_LENGTH_MOD_HARD	1.2
358270	nag_capture_regions_wef	CND_FIRST_ROUND	4
358271	nag_capture_regions_wef	CND_CAMPAIGN	main_warhammer
358272	nag_capture_regions_wef	GEN_CND_REGION_NEIGHBOURS	
358273	nag_capture_regions_wef	CND_ROUNDS_UNTIL_NEXT	16
358274	nag_capture_regions_wef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358275	nag_capture_regions_wef	GEN_CND_NOT_OWNS	
358276	nag_capture_regions_wef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358277	nag_capture_regions_wef	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358278	nag_capture_regions_wef	VAR_CHANCE	25
358279	nag_declare_war_brt	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358280	nag_declare_war_brt	VAR_MISSION_LENGTH_MOD_HARD	1.2
358281	nag_declare_war_brt	GEN_CND_FACTION_NEIGHBOURS	
358282	nag_declare_war_brt	GEN_CND_NOT_MILITARY_ALLIED	
358283	nag_declare_war_brt	VAR_CHANCE	50
358284	nag_declare_war_brt	GEN_CND_MAX_DIPLOMATIC_RELATION	0
358285	nag_declare_war_brt	CND_ROUNDS_UNTIL_NEXT	24
358286	nag_declare_war_brt	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358287	nag_declare_war_brt	GEN_TARGET_FACTION	
358288	nag_declare_war_brt	CND_CAMPAIGN	main_warhammer
358289	nag_declare_war_brt	GEN_CND_NOT_WAR	
358290	nag_declare_war_brt	VAR_MISSION_LENGTH_MAX	8
358291	nag_declare_war_brt	GEN_CND_NOT_DEFENSIVE_ALLIED	
358292	nag_declare_war_brt	CND_CULTURE	nag_nagash
358293	nag_declare_war_brt	GEN_CND_DIPLOMACY_AVAILABLE	
358294	nag_declare_war_brt	CND_FIRST_ROUND	4
358295	nag_declare_war_brt	GEN_CND_SUBCULTURE	wh_main_sc_brt_bretonnia
358296	nag_declare_war_brt	CND_MAX_FACTION_NEIGHBOUR_WAR	1
358297	nag_declare_war_brt	VAR_MISSION_LENGTH_MOD_EASY	2.0
358298	nag_declare_war_brt	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358299	nag_declare_war_brt	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358300	nag_declare_war_brt	VAR_MISSION_LENGTH_MIN	4
358301	nag_declare_war_brt	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358302	nag_declare_war_bst	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358303	nag_declare_war_bst	GEN_CND_MAX_DIPLOMATIC_RELATION	0
358304	nag_declare_war_bst	GEN_CND_NOT_MILITARY_ALLIED	
358305	nag_declare_war_bst	VAR_MISSION_LENGTH_MAX	8
358306	nag_declare_war_bst	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358307	nag_declare_war_bst	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358308	nag_declare_war_bst	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358309	nag_declare_war_bst	GEN_CND_DIPLOMACY_AVAILABLE	
358310	nag_declare_war_bst	GEN_TARGET_FACTION	
358311	nag_declare_war_bst	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358312	nag_declare_war_bst	CND_CAMPAIGN	main_warhammer
358313	nag_declare_war_bst	CND_ROUNDS_UNTIL_NEXT	24
358314	nag_declare_war_bst	CND_CULTURE	nag_nagash
358315	nag_declare_war_bst	GEN_CND_NOT_DEFENSIVE_ALLIED	
358316	nag_declare_war_bst	GEN_CND_FACTION_NEIGHBOURS	
358317	nag_declare_war_bst	GEN_CND_SUBCULTURE	wh_dlc03_sc_bst_beastmen
358318	nag_declare_war_bst	CND_FIRST_ROUND	4
358319	nag_declare_war_bst	VAR_MISSION_LENGTH_MOD_EASY	2.0
358320	nag_declare_war_bst	VAR_MISSION_LENGTH_MOD_HARD	1.2
358321	nag_declare_war_bst	GEN_CND_NOT_WAR	
358322	nag_declare_war_bst	VAR_MISSION_LENGTH_MIN	4
358323	nag_declare_war_bst	CND_MAX_FACTION_NEIGHBOUR_WAR	1
358324	nag_declare_war_bst	VAR_CHANCE	50
358325	nag_declare_war_chs	CND_MAX_FACTION_NEIGHBOUR_WAR	1
358326	nag_declare_war_chs	VAR_CHANCE	50
358327	nag_declare_war_chs	GEN_CND_DIPLOMACY_AVAILABLE	
358328	nag_declare_war_chs	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358329	nag_declare_war_chs	GEN_CND_NOT_DEFENSIVE_ALLIED	
358330	nag_declare_war_chs	GEN_TARGET_FACTION	
358331	nag_declare_war_chs	VAR_MISSION_LENGTH_MIN	4
358332	nag_declare_war_chs	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358333	nag_declare_war_chs	GEN_CND_NOT_MILITARY_ALLIED	
358334	nag_declare_war_chs	GEN_CND_FACTION_NEIGHBOURS	
358335	nag_declare_war_chs	CND_FIRST_ROUND	4
358336	nag_declare_war_chs	GEN_CND_SUBCULTURE	wh_main_sc_chs_chaos
358337	nag_declare_war_chs	GEN_CND_SUBCULTURE	wh_main_sc_nor_norsca
358338	nag_declare_war_chs	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358339	nag_declare_war_chs	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358340	nag_declare_war_chs	VAR_MISSION_LENGTH_MAX	8
358341	nag_declare_war_chs	CND_CAMPAIGN	main_warhammer
358342	nag_declare_war_chs	VAR_MISSION_LENGTH_MOD_HARD	1.2
358343	nag_declare_war_chs	VAR_MISSION_LENGTH_MOD_EASY	2.0
358344	nag_declare_war_chs	GEN_CND_MAX_DIPLOMATIC_RELATION	0
358345	nag_declare_war_chs	CND_ROUNDS_UNTIL_NEXT	24
358346	nag_declare_war_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358347	nag_declare_war_chs	CND_CULTURE	nag_nagash
358348	nag_declare_war_chs	GEN_CND_NOT_WAR	
358349	nag_declare_war_def	GEN_CND_NOT_WAR	
358350	nag_declare_war_def	CND_ROUNDS_UNTIL_NEXT	24
358351	nag_declare_war_def	CND_CAMPAIGN	main_warhammer
358352	nag_declare_war_def	CND_CULTURE	nag_nagash
358353	nag_declare_war_def	GEN_CND_NOT_MILITARY_ALLIED	
358354	nag_declare_war_def	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
358355	nag_declare_war_def	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
358356	nag_declare_war_def	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358357	nag_declare_war_def	GEN_CND_MAX_DIPLOMATIC_RELATION	0
358358	nag_declare_war_def	GEN_CND_DIPLOMACY_AVAILABLE	
358359	nag_declare_war_def	CND_MAX_FACTION_NEIGHBOUR_WAR	1
358360	nag_declare_war_def	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
358361	nag_declare_war_def	GEN_CND_NOT_DEFENSIVE_ALLIED	
358362	nag_declare_war_def	GEN_CND_SUBCULTURE	wh2_main_sc_def_dark_elves
358363	nag_declare_war_def	CND_FIRST_ROUND	4
358364	nag_declare_war_def	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358365	nag_declare_war_def	VAR_MISSION_LENGTH_MAX	8
358366	nag_declare_war_def	VAR_CHANCE	50
358367	nag_declare_war_def	VAR_MISSION_LENGTH_MOD_HARD	1.2
358368	nag_declare_war_def	GEN_TARGET_FACTION	
358369	nag_declare_war_def	GEN_CND_FACTION_NEIGHBOURS	
358370	nag_declare_war_def	VAR_MISSION_LENGTH_MIN	4
358371	nag_declare_war_def	VAR_MISSION_LENGTH_MOD_EASY	2.0
358372	nag_declare_war_dwf	GEN_CND_SUBCULTURE	wh_main_sc_dwf_dwarfs
358373	nag_declare_war_dwf	GEN_CND_FACTION_NEIGHBOURS	
358374	nag_declare_war_dwf	CND_ROUNDS_UNTIL_NEXT	24
358375	nag_declare_war_dwf	GEN_TARGET_FACTION	
358376	nag_declare_war_dwf	GEN_CND_MAX_DIPLOMATIC_RELATION	0
358377	nag_declare_war_dwf	CND_MAX_FACTION_NEIGHBOUR_WAR	1
