attribute	attribute_group
encourages	wh_chargeReflector_encourage_hideForest_unbreakable
encourages	wh_encourage
encourages	wh_encourage_fear
encourages	wh_encourage_fear_guerrilla_deploy
encourages	wh_encourage_fear_hideForest
encourages	wh_encourage_fear_hideForest_immuneToPsych
encourages	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
encourages	wh_encourage_fear_hideForest_terror_undead
encourages	wh_encourage_fear_hideForest_unbreakable_terror
encourages	wh_encourage_fear_hideForest_unbreakable_terror_undead
encourages	wh_encourage_fear_hideForest_undead
encourages	wh_encourage_fear_hideForest_undead_mountedFireMove
encourages	wh_encourage_fear_immuneToPsych_strider
encourages	wh_encourage_fear_mountedFireMove
encourages	wh_encourage_fear_terror
encourages	wh_encourage_fear_terror_mountedFireMove
encourages	wh_encourage_fear_terror_mountedFireMove_strider
encourages	wh_encourage_fear_terror_unbreakable
encourages	wh_encourage_fear_terror_undead
encourages	wh_encourage_fear_undead
encourages	wh_encourage_fear_undead_strider
encourages	wh_encourage_guerrilla_hideForest
encourages	wh_encourage_guerrilla_stalk
encourages	wh_encourage_hideForest
encourages	wh_encourage_hideForestScrub
encourages	wh_encourage_hideForest_fear
encourages	wh_encourage_hideForest_fear_terror
encourages	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
encourages	wh_encourage_hideForest_immuneToPsych
encourages	wh_encourage_hideForest_immuneToPsych_strider
encourages	wh_encourage_hideForest_mountedFireMove
encourages	wh_encourage_hideForest_mountedFireMove_immPsy
encourages	wh_encourage_hideForest_mountedFireMove_unbreakable
encourages	wh_encourage_hideForest_mountedFireMove_unbreakable_fatigueimm
encourages	wh_encourage_hideForest_strider
encourages	wh_encourage_hideForest_unbreakable
encourages	wh_encourage_immuneToPsych
encourages	wh_encourage_strider_fear_terror_mountedFireMove
encourages	wh_encourage_unbreakable
encourages	wh_fear_guerrilla_hideForest_terror_undead_encourge
encourages	wh_fear_hideForest_immPsy_guerrilla_encourage
encourages	wh_fear_terror_guerrilla_hideForest_unbreakable_encourage
encourages	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
expendable	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_ignore_trees
expendable	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_strider
expendable	wh2_dlc15_expendable_vanguard_stalk_ignore_trees
expendable	wh2_dlc15_expendable_vanguard_stalk_strider
expendable	wh2_dlc16_fear_expendable_vanguard_hideForest
expendable	wh2_expendable
expendable	wh2_fear_expendable_hideForest
expendable	wh2_hideForest_strider_expendable
expendable	wh2_strider_expendable
expendable	wh_cantRun_expendable
expendable	wh_chargeReflectorVsL_expendable_guerrilla_stalk
expendable	wh_chargeReflectorVsL_expendable_hideForest
expendable	wh_expendable_guerrilla_hideForest
expendable	wh_expendable_guerrilla_hideForest_mountedFireMove
expendable	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
expendable	wh_expendable_guerrilla_hideForest_strider
expendable	wh_expendable_guerrilla_stalk
expendable	wh_expendable_hideForest
fatigue_immune	wh2_dlc14_chargeReflectorVsL_guerrilla_stalk_unbreakable_fatigueimm
fatigue_immune	wh2_dlc15_chargeReflectorVsL_vanguard_stalk_unbreakable_fatigueimm_strider
fatigue_immune	wh2_fatigueImmune_fear_stalk
fatigue_immune	wh2_fatigueImmune_fear_terror
fatigue_immune	wh2_fatigueImmune_hideForest
fatigue_immune	wh_chargeReflector_encourage_hideForest_immuneToPsych_perfectVigour_strider
fatigue_immune	wh_encourage_hideForest_mountedFireMove_unbreakable_fatigueimm
fatigue_immune	wh_fatigue_fear_terror
fatigue_immune	wh_fatigue_immuneToPsych_guerrilla
fatigue_immune	wh_fatigue_immune_guerrilla_immuneToPsych
fatigue_immune	wh_fatigue_immune_hideForest_immuneToPsych
fatigue_res	missile_cavalry
fatigue_res	missile_cavalry_cold
fatigue_res	missile_cavalry_parthian
fatigue_res	missile_cavalry_parthian_cold
fatigue_res	missile_cavalry_parthian_warm
fatigue_res	missile_cavalry_warm
guerrilla_deploy	melee_infantry_stealth
guerrilla_deploy	melee_infantry_stealth_cold
guerrilla_deploy	missile_infantry_stealth
guerrilla_deploy	wh2_chargeReflectorVsL_guerrilla_hideForest_immPsy_stalk
guerrilla_deploy	wh2_chargeReflectorVsL_guerrilla_stalk
guerrilla_deploy	wh2_construct_fear_hideForest_guerrilla_chargeReflectorVsL
guerrilla_deploy	wh2_construct_fear_hideForest_guerrilla_stalk_chargeReflectorVsL
guerrilla_deploy	wh2_construct_fear_terror_hideForest_guerrilla
guerrilla_deploy	wh2_dlc14_chargeReflectorVsL_guerrilla_stalk_unbreakable_fatigueimm
guerrilla_deploy	wh2_dlc14_encourage_fear_terror_vanguard_hideforest_unbreakable_strider
guerrilla_deploy	wh2_dlc14_encourage_guerrilla_stalk_unbreakable
guerrilla_deploy	wh2_dlc14_fear_terror_vanguard_hideforest_strider_undead
guerrilla_deploy	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_ignore_trees
guerrilla_deploy	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_strider
guerrilla_deploy	wh2_dlc15_chargeReflectorVsL_guerrilla_stalk_strider
guerrilla_deploy	wh2_dlc15_chargeReflectorVsL_vanguard_stalk_unbreakable_fatigueimm_strider
guerrilla_deploy	wh2_dlc15_encourage_fear_vanguard_ignore_trees
guerrilla_deploy	wh2_dlc15_encourage_fear_vanguard_strider
guerrilla_deploy	wh2_dlc15_encourage_guerrilla_hideForest_ignore_trees
guerrilla_deploy	wh2_dlc15_encourage_guerrilla_hideForest_strider
guerrilla_deploy	wh2_dlc15_encourage_guerrilla_immuneToPsych_mountedFireMove_stalk_ignore_trees
guerrilla_deploy	wh2_dlc15_encourage_guerrilla_mountedFireMove_stalk_ignore_trees
guerrilla_deploy	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
guerrilla_deploy	wh2_dlc15_encourage_vanguard_mountedFireMove_stalk_strider
guerrilla_deploy	wh2_dlc15_encourage_vanguard_stalk_strider
guerrilla_deploy	wh2_dlc15_encourage_vanguard_stalk_strider_unbreakable
guerrilla_deploy	wh2_dlc15_expendable_vanguard_stalk_ignore_trees
guerrilla_deploy	wh2_dlc15_expendable_vanguard_stalk_strider
guerrilla_deploy	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_ignore_trees_vanguard
guerrilla_deploy	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_ignore_trees_vanguard
guerrilla_deploy	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_strider
guerrilla_deploy	wh2_dlc15_fear_hideForest_immPsy_vanguard_ignore_trees
guerrilla_deploy	wh2_dlc15_fear_hideForest_immPsy_vanguard_strider
guerrilla_deploy	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_ignore_trees_mountedFireMove
guerrilla_deploy	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_strider
guerrilla_deploy	wh2_dlc15_fear_vanguard_hideForest_undead_strider
guerrilla_deploy	wh2_dlc15_guerrilla_hideForest_ignore_trees
guerrilla_deploy	wh2_dlc15_guerrilla_hideForest_mountedFireMove_ignore_trees
guerrilla_deploy	wh2_dlc15_guerrilla_hideForest_stalk_ignore_trees
guerrilla_deploy	wh2_dlc15_guerrilla_hideForest_stalk_strider
guerrilla_deploy	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
guerrilla_deploy	wh2_dlc15_hideForest_fear_terror_chargeReflector_strider
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_fear_ignore_trees
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_fear_strider
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_ignore_trees
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_ignore_trees
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_strider
guerrilla_deploy	wh2_dlc15_vanguard_hideForest_strider
guerrilla_deploy	wh2_dlc15_vanguard_stalk_mountedFireMove_ignore_trees
guerrilla_deploy	wh2_dlc15_vanguard_stalk_mountedFireMove_strider
guerrilla_deploy	wh2_dlc15_vanguard_stalk_snipe_encourage_mountedFireMove_ignore_trees
guerrilla_deploy	wh2_dlc15_vanguard_stalk_strider
guerrilla_deploy	wh2_dlc16_chargeReflectorVsL_encourage_hideForest_mountedFireMove_vanguard_ignore_trees
guerrilla_deploy	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest
guerrilla_deploy	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest_mountedFireMove
guerrilla_deploy	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
guerrilla_deploy	wh2_dlc16_encourage_hideForest_mountedFireMove_Vanguard_ignore_trees
guerrilla_deploy	wh2_dlc16_encourage_hideForest_mountedFireMove_vanguard
guerrilla_deploy	wh2_dlc16_encourage_mountedFireMove_vanguard
guerrilla_deploy	wh2_dlc16_fear_expendable_vanguard_hideForest
guerrilla_deploy	wh2_dlc16_fear_terror_vanguard_hideForest_encourage_strider
guerrilla_deploy	wh2_dlc16_fear_terror_vanguard_hideForest_ignore_trees_strider
guerrilla_deploy	wh2_dlc16_guerrilla_hideForest_strider_moulderMonster
guerrilla_deploy	wh2_dlc17_fear_terror_vanguard_strider_hideForest
guerrilla_deploy	wh2_dlc17_vanguard_stalk_encourage_mountedFireMove_strider
guerrilla_deploy	wh2_encourage_guerrilla_hideForest_immpsy
guerrilla_deploy	wh2_encourage_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh2_encourage_guerrilla_immuneToPsych_mountedFireMove_stalk
guerrilla_deploy	wh2_encourage_guerrilla_mountedFireMove_stalk
guerrilla_deploy	wh2_fear_guerrilla
guerrilla_deploy	wh2_fear_guerrilla_mountedFireMove
guerrilla_deploy	wh2_fear_guerrilla_stalk_undead
guerrilla_deploy	wh2_guerilla_hideForest_wallbreaker
guerrilla_deploy	wh2_guerrilla_stalk_fear_rampage_terror_undead
guerrilla_deploy	wh2_vanguard_stalk_snipe_encourage_mountedFireMove_strider
guerrilla_deploy	wh_chargeRefelectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflectorVsL_encourage_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflectorVsL_expendable_guerrilla_stalk
guerrilla_deploy	wh_chargeReflectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflectorVsL_hideForest_guerrilla_fear_mountedFireMove
guerrilla_deploy	wh_chargeReflector_encourage_guerrilla_stalk
guerrilla_deploy	wh_chargeReflector_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_encourage_fear_guerrilla_deploy
guerrilla_deploy	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
guerrilla_deploy	wh_encourage_guerrilla_hideForest
guerrilla_deploy	wh_encourage_guerrilla_stalk
guerrilla_deploy	wh_expendable_guerrilla_hideForest
guerrilla_deploy	wh_expendable_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
guerrilla_deploy	wh_expendable_guerrilla_hideForest_strider
guerrilla_deploy	wh_expendable_guerrilla_stalk
guerrilla_deploy	wh_fatigue_immuneToPsych_guerrilla
guerrilla_deploy	wh_fatigue_immune_guerrilla_immuneToPsych
guerrilla_deploy	wh_fear_guerilla_hideForest_undead_stalk
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead_encourge
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead_immPsy
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead_mountedFireMove
guerrilla_deploy	wh_fear_guerrilla_terror
guerrilla_deploy	wh_fear_guerrilla_terror_undead
guerrilla_deploy	wh_fear_guerrilla_undead
guerrilla_deploy	wh_fear_guerrilla_undead_terror
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla_encourage
guerrilla_deploy	wh_fear_terror_guerrilla_hideForest_unbreakable_encourage
guerrilla_deploy	wh_guerrilla
guerrilla_deploy	wh_guerrilla_hideForest
guerrilla_deploy	wh_guerrilla_hideForest_fear
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy_stalk
guerrilla_deploy	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_unbreakable
guerrilla_deploy	wh_guerrilla_hideForest_stalk
guerrilla_deploy	wh_guerrilla_hideForest_strider
guerrilla_deploy	wh_guerrilla_mountedFireMove
guerrilla_deploy	wh_guerrilla_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_snipe_stalk_hideForest
guerrilla_deploy	wh_guerrilla_stalk
guerrilla_deploy	wh_guerrilla_stalk_fear_terror
guerrilla_deploy	wh_guerrilla_stalk_fear_terror_undead
guerrilla_deploy	wh_guerrilla_stalk_immPsy
guerrilla_deploy	wh_guerrilla_stalk_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_mountedFireMove_immPsy
guerrilla_deploy	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_snipe_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_unbreakable
hide_forest	berserker_infantry_cold
hide_forest	camel
hide_forest	camel_missile
hide_forest	cavalry
hide_forest	formed_infantry
hide_forest	formed_infantry_elite
hide_forest	formed_infantry_elite_charge_reflector
hide_forest	formed_infantry_elite_charge_reflector_warm
hide_forest	formed_infantry_elite_warm
hide_forest	formed_infantry_warm
hide_forest	heavy_cavalry
hide_forest	heavy_cavalry_elite_warm
hide_forest	heavy_cavalry_warm
hide_forest	heavy_infantry
hide_forest	heavy_infantry_elite
hide_forest	heavy_infantry_elite_charge_reflector
hide_forest	heavy_infantry_elite_charge_reflector_warm
hide_forest	heavy_infantry_warm
hide_forest	hide_wood
hide_forest	melee_cavalry_charge_reflector
hide_forest	melee_cavalry_charge_reflector_warm
hide_forest	melee_cavalry_cold
hide_forest	melee_cavalry_elite
hide_forest	melee_cavalry_elite_charge_reflector
hide_forest	melee_cavalry_elite_charge_reflector_cold
hide_forest	melee_cavalry_warm
hide_forest	melee_infantry_cold
hide_forest	melee_infantry_elite_charge_reflector_cold
hide_forest	melee_infantry_elite_cold
hide_forest	melee_infantry_elite_warm
hide_forest	melee_infantry_warm
hide_forest	missile_cavalry
hide_forest	missile_cavalry_cold
hide_forest	missile_cavalry_parthian
hide_forest	missile_cavalry_parthian_cold
hide_forest	missile_cavalry_parthian_warm
hide_forest	missile_cavalry_warm
hide_forest	missile_infantry
hide_forest	missile_infantry_cold
hide_forest	wh2_cantRun_hideForest
hide_forest	wh2_chargeReflectorVsL_encourage_fear_hideForest_immuneToPsych
hide_forest	wh2_chargeReflectorVsL_encourage_fear_hideForest_undead
hide_forest	wh2_chargeReflectorVsL_guerrilla_hideForest_immPsy_stalk
hide_forest	wh2_chargeReflector_fear_hideForest
hide_forest	wh2_chargeReflector_fear_hideForest_immuneToPsych
hide_forest	wh2_construct_fear_hideForest
hide_forest	wh2_construct_fear_hideForest_guerrilla_chargeReflectorVsL
hide_forest	wh2_construct_fear_hideForest_guerrilla_stalk_chargeReflectorVsL
hide_forest	wh2_construct_fear_terror_hideForest_guerrilla
hide_forest	wh2_construct_terror_hideForest
hide_forest	wh2_dlc14_encourage_fear_hideforest_unbreakable
hide_forest	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead
hide_forest	wh2_dlc14_encourage_fear_terror_hideforest_unbreakable_strider
hide_forest	wh2_dlc14_encourage_fear_terror_vanguard_hideforest_unbreakable_strider
hide_forest	wh2_dlc14_fear_hideforest_strider_undead
hide_forest	wh2_dlc14_fear_terror_hideforest_strider_undead
hide_forest	wh2_dlc14_fear_terror_vanguard_hideforest_strider_undead
hide_forest	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_ignore_trees
hide_forest	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_strider
hide_forest	wh2_dlc15_encourage_guerrilla_hideForest_ignore_trees
hide_forest	wh2_dlc15_encourage_guerrilla_hideForest_strider
hide_forest	wh2_dlc15_encourage_hideForest_fear_ignore_trees
hide_forest	wh2_dlc15_encourage_hideForest_fear_strider
hide_forest	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_ignore_trees
hide_forest	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_strider
hide_forest	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
hide_forest	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_strider
hide_forest	wh2_dlc15_encourage_hideForest_ignore_trees
hide_forest	wh2_dlc15_encourage_hideForest_immuneToPsych_ignore_trees
hide_forest	wh2_dlc15_encourage_hideForest_mountedFireMove_ignore_trees
hide_forest	wh2_dlc15_encourage_hideForest_mountedFireMove_strider
hide_forest	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_ignore_trees_vanguard
hide_forest	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_strider
hide_forest	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_ignore_trees_vanguard
hide_forest	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_strider
hide_forest	wh2_dlc15_fear_hideForest_immPsy_vanguard_ignore_trees
hide_forest	wh2_dlc15_fear_hideForest_immPsy_vanguard_strider
hide_forest	wh2_dlc15_fear_hideforest_ignore_trees
hide_forest	wh2_dlc15_fear_hideforest_strider
hide_forest	wh2_dlc15_fear_terror_hideforest_ignore_trees
hide_forest	wh2_dlc15_fear_terror_hideforest_strider
hide_forest	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_ignore_trees_mountedFireMove
hide_forest	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_strider
hide_forest	wh2_dlc15_fear_vanguard_hideForest_undead_strider
hide_forest	wh2_dlc15_guerrilla_hideForest_ignore_trees
hide_forest	wh2_dlc15_guerrilla_hideForest_mountedFireMove_ignore_trees
hide_forest	wh2_dlc15_guerrilla_hideForest_stalk_ignore_trees
hide_forest	wh2_dlc15_guerrilla_hideForest_stalk_strider
hide_forest	wh2_dlc15_hideForest_chargeReflectorVsL_ignore_trees
hide_forest	wh2_dlc15_hideForest_chargeReflectorVsL_strider
hide_forest	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
hide_forest	wh2_dlc15_hideForest_fear_terror_chargeReflector_strider
hide_forest	wh2_dlc15_hideForest_ignore_trees
hide_forest	wh2_dlc15_hideForest_immPsy_chargeReflectorVsL_ignore_trees
hide_forest	wh2_dlc15_hideForest_immPsy_chargeReflectorVsL_strider
hide_forest	wh2_dlc15_hideForest_immPsy_ignore_trees
hide_forest	wh2_dlc15_hideForest_immPsy_strider
hide_forest	wh2_dlc15_hideForest_immuneToPsych_ignore_trees
hide_forest	wh2_dlc15_hideForest_immuneToPsych_strider
hide_forest	wh2_dlc15_hideForest_mountedFireMove_ignore_trees
hide_forest	wh2_dlc15_vanguard_hideForest_fear_ignore_trees
hide_forest	wh2_dlc15_vanguard_hideForest_fear_strider
hide_forest	wh2_dlc15_vanguard_hideForest_ignore_trees
hide_forest	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_ignore_trees
hide_forest	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_strider
hide_forest	wh2_dlc15_vanguard_hideForest_strider
hide_forest	wh2_dlc16_chargeReflectorVsL_encourage_hideForest_mountedFireMove_vanguard_ignore_trees
hide_forest	wh2_dlc16_encourage_fear_hideForest_immuneToPsych_terror_moulderMonster
hide_forest	wh2_dlc16_encourage_fear_hideForest_moulderMonster
hide_forest	wh2_dlc16_encourage_fear_undead_strider_hideForest
hide_forest	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest
hide_forest	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest_mountedFireMove
hide_forest	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
hide_forest	wh2_dlc16_encourage_hideForest_fear_terror_moulderMonster
hide_forest	wh2_dlc16_encourage_hideForest_fear_undead
hide_forest	wh2_dlc16_encourage_hideForest_mountedFireMove_Vanguard_ignore_trees
hide_forest	wh2_dlc16_encourage_hideForest_mountedFireMove_vanguard
hide_forest	wh2_dlc16_fear_expendable_vanguard_hideForest
hide_forest	wh2_dlc16_fear_hideForest_immPsy
hide_forest	wh2_dlc16_fear_hideForest_immPsy_moulderMonster
hide_forest	wh2_dlc16_fear_hideForest_moulderMonster
hide_forest	wh2_dlc16_fear_rampage_strider_hideForest
hide_forest	wh2_dlc16_fear_terror_vanguard_hideForest_encourage_strider
hide_forest	wh2_dlc16_fear_terror_vanguard_hideForest_ignore_trees_strider
hide_forest	wh2_dlc16_fear_unbreakable_ignore_trees_hideForest
hide_forest	wh2_dlc16_guerrilla_hideForest_strider_moulderMonster
hide_forest	wh2_dlc16_hideForest_fear_terror_moulderMonster
hide_forest	wh2_dlc17_fear_terror_vanguard_strider_hideForest
hide_forest	wh2_encourage_fear_hideForest_immuneToPsych
hide_forest	wh2_encourage_fear_hideForest_immuneToPsych_terror
hide_forest	wh2_encourage_fear_hideForest_mountedFireMove
hide_forest	wh2_encourage_fear_hideForest_mountedFireMove_undead
hide_forest	wh2_encourage_fear_hideForest_strider_unbreakable
hide_forest	wh2_encourage_guerrilla_hideForest_immpsy
hide_forest	wh2_encourage_guerrilla_hideForest_mountedFireMove
hide_forest	wh2_encourage_hideForest_fear_terror_chargeReflector
hide_forest	wh2_fatigueImmune_hideForest
hide_forest	wh2_fear_expendable_hideForest
hide_forest	wh2_fear_hideForest_rampage
hide_forest	wh2_guerilla_hideForest_wallbreaker
hide_forest	wh2_hideForest_fear_terror
hide_forest	wh2_hideForest_fear_terror_chargeReflector
hide_forest	wh2_hideForest_immuneToPsych_rampage
hide_forest	wh2_hideForest_rampage
hide_forest	wh2_hideForest_strider_expendable
hide_forest	wh_berserker_infantry
hide_forest	wh_chargeRefelectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_mountedFireMove
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflectorVsL_expendable_hideForest
hide_forest	wh_chargeReflectorVsL_fear_hideForest_undead
hide_forest	wh_chargeReflectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_hideForest
hide_forest	wh_chargeReflectorVsL_hideForest_guerrilla_fear_mountedFireMove
hide_forest	wh_chargeReflectorVsL_hideForest_immPsy
hide_forest	wh_chargeReflector_encourage_guerrilla_stalk
hide_forest	wh_chargeReflector_encourage_hideForest
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych_perfectVigour_strider
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_chargeReflector_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflector_fear_hideForest_undead
hide_forest	wh_chargeReflector_hideForest
hide_forest	wh_chargeReflector_hideForest_immPsy_guerrilla
hide_forest	wh_chargeReflector_hideForest_strider
hide_forest	wh_encourage_fear_hideForest
hide_forest	wh_encourage_fear_hideForest_immuneToPsych
hide_forest	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
hide_forest	wh_encourage_fear_hideForest_terror_undead
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror_undead
hide_forest	wh_encourage_fear_hideForest_undead
hide_forest	wh_encourage_fear_hideForest_undead_mountedFireMove
hide_forest	wh_encourage_guerrilla_hideForest
hide_forest	wh_encourage_hideForest
hide_forest	wh_encourage_hideForest_fear
hide_forest	wh_encourage_hideForest_fear_terror
hide_forest	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
hide_forest	wh_encourage_hideForest_immuneToPsych
hide_forest	wh_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_encourage_hideForest_mountedFireMove
hide_forest	wh_encourage_hideForest_mountedFireMove_immPsy
hide_forest	wh_encourage_hideForest_mountedFireMove_unbreakable
hide_forest	wh_encourage_hideForest_mountedFireMove_unbreakable_fatigueimm
hide_forest	wh_encourage_hideForest_strider
hide_forest	wh_encourage_hideForest_unbreakable
hide_forest	wh_expendable_guerrilla_hideForest
hide_forest	wh_expendable_guerrilla_hideForest_mountedFireMove
hide_forest	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
hide_forest	wh_expendable_guerrilla_hideForest_strider
hide_forest	wh_expendable_hideForest
hide_forest	wh_fatigue_immune_hideForest_immuneToPsych
hide_forest	wh_fear_guerilla_hideForest_undead_stalk
hide_forest	wh_fear_guerrilla_hideForest_terror_undead
hide_forest	wh_fear_guerrilla_hideForest_terror_undead_encourge
hide_forest	wh_fear_guerrilla_hideForest_undead
hide_forest	wh_fear_guerrilla_hideForest_undead_immPsy
hide_forest	wh_fear_guerrilla_hideForest_undead_mountedFireMove
hide_forest	wh_fear_hideForest
hide_forest	wh_fear_hideForest_immPsy_chargeReflectorVsL
hide_forest	wh_fear_hideForest_immPsy_guerrilla
hide_forest	wh_fear_hideForest_immPsy_guerrilla_encourage
hide_forest	wh_fear_hideForest_terror
hide_forest	wh_fear_hideForest_terror_undead
hide_forest	wh_fear_hideForest_undead
hide_forest	wh_fear_hideForest_undead_chargeDeflector
hide_forest	wh_fear_hideForest_undead_chargeReflector
hide_forest	wh_fear_hideForest_undead_chargeReflectorVsL
hide_forest	wh_fear_hideForest_undead_mountedFireMove
hide_forest	wh_fear_hideForest_undead_stalk
hide_forest	wh_fear_hideForest_undead_unbreakable
hide_forest	wh_fear_terror_guerrilla_hideForest_unbreakable_encourage
hide_forest	wh_guerrilla_hideForest
hide_forest	wh_guerrilla_hideForest_fear
hide_forest	wh_guerrilla_hideForest_footFireMove
hide_forest	wh_guerrilla_hideForest_footFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy_stalk
hide_forest	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
hide_forest	wh_guerrilla_hideForest_mountedFireMove
hide_forest	wh_guerrilla_hideForest_mountedFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
hide_forest	wh_guerrilla_hideForest_mountedFireMove_unbreakable
hide_forest	wh_guerrilla_hideForest_stalk
hide_forest	wh_guerrilla_hideForest_strider
hide_forest	wh_guerrilla_snipe_stalk_hideForest
hide_forest	wh_hideForest
hide_forest	wh_hideForest_chargeReflectorVsL
hide_forest	wh_hideForest_fear_terror
