id	building_superchain	slot_template
57010378	nag_outpost_primary_support	wh2_main_special_hexoatl_secondary
57010379	nag_outpost_primary_support	wh2_dlc16_witchwood_secondary
57010380	nag_outpost_primary_support	major_secondary_gems_jungles_of_green_mists_spektazuma
57010381	nag_outpost_primary_support	major_secondary_marble_northern_jungle_of_pahualaxa_macu_peaks
57010382	nag_outpost_primary_support	major_secondary_huahuan_desert_sentinels_of_xeti
57010383	nag_outpost_primary_support	major_norsca_ironfrost_glacier_ironfrost
57010384	nag_outpost_primary_support	major_secondary_salt_blackspine_mountains_red_desert
57010385	nag_outpost_primary_support	wh2_dlc10_special_gaean_vale_secondary
57010386	nag_outpost_primary_support	wh2_main_special_konquata_primary
57010387	nag_outpost_secondary_fields	minor_secondary_the_plain_of_bones_ash_ridge_mountains
57010388	nag_outpost_secondary_fields	wh_dlc15_special_plain_of_bones_darkhold_secondary
57010389	nag_outpost_secondary_fields	wh2_dlc14_special_gnoblar_country_pigbarter_secondary
57010390	nag_outpost_secondary_fields	minor_secondary_timber_gnoblar_country_haunted_forest
57010391	nag_outpost_secondary_fields	minor_secondary_gnoblar_country_shattered_cove
57010392	nag_outpost_secondary_fields	minor_secondary_kingdom_of_beasts_serpent_coast
57010393	nag_outpost_secondary_fields	minor_secondary_medicine_kingdom_of_beasts_the_cursed_jungle
57010394	nag_outpost_secondary_fields	minor_secondary_dragon_isles_dragon_fang_mount
57010395	nag_outpost_secondary_fields	minor_secondary_furs_dragon_isles_shattered_stone_isle
57010396	nag_outpost_secondary_fields	minor_secondary_the_broken_teeth_desolation_of_nagash
57010397	nag_outpost_secondary_fields	minor_secondary_iron_devils_backbone_mahrak
57010398	nag_outpost_secondary_fields	minor_secondary_spices_devils_backbone_lybaras
57010399	nag_outpost_secondary_fields	minor_secondary_southern_dark_lands_deadrock_gap
57010400	nag_outpost_secondary_fields	wh2_main_special_golden_tower_of_the_gods_secondary
57010401	nag_outpost_secondary_fields	minor_secondary_timber_crater_of_the_walking_dead_doom_glade
57010402	nag_outpost_secondary_fields	minor_secondary_the_wolf_lands_mount_greyhag
57010403	nag_outpost_secondary_fields	minor_secondary_marble_the_wolf_lands_mount_silverspear
57010404	nag_outpost_secondary_fields	minor_secondary_northern_dark_lands_karak_vlag
57010405	nag_outpost_secondary_fields	minor_secondary_northern_dark_lands_seep_gore
57010406	nag_outpost_secondary_fields	wh2_dlc15_special_grom_peak_secondary
57010407	nag_outpost_secondary_fields	minor_secondary_southlands_worlds_edge_mountains_lost_plateau
57010408	nag_outpost_secondary_fields	wh2_dlc15_special_mount_arachnos_secondary
57010409	nag_outpost_secondary_fields	minor_secondary_desolation_of_nagash_spitepeak
57010410	nag_outpost_secondary_fields	minor_secondary_iron_desolation_of_nagash_black_iron_mine
57010411	nag_outpost_secondary_fields	minor_norsca_goromandy_mountains_frozen_landing
57010412	nag_outpost_secondary_fields	minor_secondary_northern_worlds_edge_mountains_karak_raziak
57010413	nag_outpost_secondary_fields	minor_secondary_charnel_valley_granite_massif
57010414	nag_outpost_secondary_fields	minor_secondary_eastern_badlands_crooked_fang_fort
57010415	nag_outpost_secondary_fields	minor_secondary_eastern_badlands_valayas_sorrow
57010416	nag_outpost_secondary_fields	minor_secondary_timber_eastern_badlands_dringorackaz
57010417	nag_outpost_secondary_fields	minor_secondary_timber_death_pass_karag_dron
57010418	nag_outpost_secondary_fields	wh2_main_special_iron_rock_secondary
57010419	nag_outpost_secondary_fields	minor_secondary_dyes_peak_pass_gnashraks_lair
57010420	nag_outpost_secondary_fields	minor_secondary_northern_worlds_edge_mountains_khazid_irkulaz
57010421	nag_outpost_secondary_fields	minor_secondary_blightwater_deff_gorge
57010422	nag_outpost_secondary_fields	minor_secondary_blightwater_kradtommen
57010423	nag_outpost_secondary_fields	minor_secondary_marble_blightwater_misty_mountain
57010424	nag_outpost_secondary_fields	minor_secondary_shifting_sands_antoch
57010425	nag_outpost_secondary_fields	wh2_dlc09_special_bhagar_secondary
57010426	nag_outpost_secondary_fields	wh_main_special_karag_dromar_secondary
57010427	nag_outpost_secondary_fields	minor_secondary_zhufbar_oakenhammer
57010428	nag_outpost_secondary_fields	minor_secondary_the_silver_road_mount_squighorn
57010429	nag_outpost_secondary_fields	minor_secondary_the_silver_road_the_pillars_of_grungni
57010430	nag_outpost_secondary_fields	minor_secondary_timber_eastern_oblast_volksgrad
57010431	nag_outpost_secondary_fields	minor_secondary_southern_oblast_zavastra
57010432	nag_outpost_secondary_fields	minor_secondary_iron_southern_oblast_fort_jakova
57010433	nag_outpost_secondary_fields	minor_secondary_eastern_sylvania_waldenhof
57010434	nag_outpost_secondary_fields	minor_secondary_wine_eastern_sylvania_eschen
57010435	nag_outpost_secondary_fields	minor_secondary_gianthome_mountains_khazid_bordkarag
57010436	nag_outpost_secondary_fields	wh_main_special_sjoktraken_secondary
57010437	nag_outpost_secondary_fields	minor_secondary_marshes_of_madness_floating_village
57010438	nag_outpost_secondary_fields	minor_secondary_western_sylvania_fort_oberstyre
57010439	nag_outpost_secondary_fields	minor_secondary_pastures_western_sylvania_schwartzhafen
57010440	nag_outpost_secondary_fields	minor_secondary_marble_ash_river_springs_of_eternal_life
57010441	nag_outpost_secondary_fields	wh2_dlc09_special_quatar_secondary
57010442	nag_outpost_secondary_fields	minor_secondary_northern_oblast_fort_straghov
57010443	nag_outpost_secondary_fields	minor_secondary_salt_eastern_border_princes_matorca
57010444	nag_outpost_secondary_fields	minor_secondary_ostermark_nagenhof
57010445	nag_outpost_secondary_fields	minor_secondary_pastures_ostermark_essen
57010446	nag_outpost_secondary_fields	minor_secondary_blood_river_valley_barag_dawazbag
57010447	nag_outpost_secondary_fields	minor_secondary_furs_blood_river_valley_varenka_hills
57010448	nag_outpost_secondary_fields	minor_secondary_salt_blood_river_valley_dok_karaz
57010449	nag_outpost_secondary_fields	wh2_main_special_zoishenk_secondary
57010450	nag_outpost_secondary_fields	minor_secondary_western_badlands_bitterstone_mine
57010451	nag_outpost_secondary_fields	minor_secondary_western_badlands_dragonhorn_mines
57010452	nag_outpost_secondary_fields	minor_secondary_western_badlands_stonemine_tower
57010453	nag_outpost_secondary_fields	minor_secondary_salt_southern_badlands_gronti_mingol
57010454	nag_outpost_secondary_fields	minor_secondary_savages_southern_badlands_agrul_migdhal
57010455	nag_outpost_secondary_fields	minor_secondary_savages_southern_badlands_gor_gazan
57010456	nag_outpost_secondary_fields	minor_secondary_ostland_castle_von_rauken
57010457	nag_outpost_secondary_fields	minor_secondary_ostland_norden
57010458	nag_outpost_secondary_fields	minor_norsca_mountains_of_hel_winter_pyre
57010459	nag_outpost_secondary_fields	minor_norsca_obsidian_mountains_of_hel_altar_of_spawns
57010460	nag_outpost_secondary_fields	minor_secondary_pottery_averland_grenzstadt
57010461	nag_outpost_secondary_fields	minor_secondary_stirland_flensburg
57010462	nag_outpost_secondary_fields	minor_secondary_stirland_niedling
57010463	nag_outpost_secondary_fields	minor_secondary_talabecland_kemperbad
57010464	nag_outpost_secondary_fields	minor_secondary_talabecland_krugenheim
57010465	nag_outpost_secondary_fields	minor_secondary_timber_talabecland_kappelburg
57010466	nag_outpost_secondary_fields	wh2_main_special_brass_keep_secondary
57010467	nag_outpost_secondary_fields	minor_secondary_land_of_the_dervishes_plain_of_tuskers
57010468	nag_outpost_secondary_fields	wh2_dlc09_special_zandri_secondary
57010469	nag_outpost_secondary_fields	minor_secondary_black_mountains_mighdal_vongalbarak
57010470	nag_outpost_secondary_fields	minor_secondary_pastures_black_mountains_karak_angazhar
57010471	nag_outpost_secondary_fields	minor_secondary_solland_steingart
57010472	nag_outpost_secondary_fields	wh_main_special_bay_of_blades_secondary
57010473	nag_outpost_secondary_fields	wh_main_special_tower_of_khrakk_secondary
57010474	nag_outpost_secondary_fields	minor_secondary_great_desert_of_araby_pools_of_despair
57010475	nag_outpost_secondary_fields	minor_secondary_dyes_great_desert_of_araby_el-kalabad
57010476	nag_outpost_secondary_fields	minor_secondary_gold_great_desert_of_araby_bel_aliad
57010477	nag_outpost_secondary_fields	minor_secondary_marble_western_border_princes_zvorak
57010478	nag_outpost_secondary_fields	minor_secondary_the_vaults_zarakzil
57010479	nag_outpost_secondary_fields	minor_secondary_timber_the_vaults_karak_bhufdar
57010480	nag_outpost_secondary_fields	minor_secondary_middenland_middenstag
57010481	nag_outpost_secondary_fields	minor_secondary_timber_middenland_weismund
57010482	nag_outpost_secondary_fields	wh_main_special_carroburg_secondary
57010483	nag_outpost_secondary_fields	minor_secondary_furs_nordland_dietershafen
57010484	nag_outpost_secondary_fields	minor_secondary_iron_wissenland_pfeildorf
57010485	nag_outpost_secondary_fields	minor_secondary_marble_wissenland_wissenburg
57010486	nag_outpost_secondary_fields	minor_secondary_southern_grey_mountains_grimhold
57010487	nag_outpost_secondary_fields	minor_secondary_southern_grey_mountains_karak_azgaraz
57010488	nag_outpost_secondary_fields	wh_main_special_ubersreik_secondary
57010489	nag_outpost_secondary_fields	minor_secondary_reikland_eilhart
57010490	nag_outpost_secondary_fields	minor_secondary_pastures_reikland_grunburg
57010491	nag_outpost_secondary_fields	minor_secondary_misty_hills_wreckers_point
57010492	nag_outpost_secondary_fields	minor_norsca_marble_mountains_of_naglfari_naglfari_plain
57010493	nag_outpost_secondary_fields	minor_norsca_ice_tooth_mountains_longship_graveyard
57010494	nag_outpost_secondary_fields	wh_main_special_doomkeep_secondary
57010495	nag_outpost_secondary_fields	minor_norsca_helspire_mountains_serpent_jetty
57010496	nag_outpost_secondary_fields	wh_main_special_monolith_of_katam_secondary
57010497	nag_outpost_secondary_fields	wh_main_special_luccini_secondary
57010498	nag_outpost_secondary_fields	minor_secondary_western_jungles_cuexotl
57010499	nag_outpost_secondary_fields	wh2_dlc14_special_fyrus_secondary
57010500	nag_outpost_secondary_fields	wh2_dlc14_special_copher_port
57010501	nag_outpost_secondary_fields	minor_secondary_pastures_parravon_et_quenelles_quenelles
57010502	nag_outpost_secondary_fields	minor_secondary_salt_carcassone_et_brionne_brionne
57010503	nag_outpost_secondary_fields	minor_secondary_gems_atalan_mountains_eye_of_the_panther
57010504	nag_outpost_secondary_fields	minor_secondary_iron_atalan_mountains_martek
57010505	nag_outpost_secondary_fields	minor_secondary_dyes_northern_grey_mountains_karak_ziflin
57010506	nag_outpost_secondary_fields	minor_secondary_marble_northern_grey_mountains_grung_zint
57010507	nag_outpost_secondary_fields	minor_secondary_the_wasteland_aarnau
57010508	nag_outpost_secondary_fields	minor_secondary_salt_the_wasteland_gorssel
57010509	nag_outpost_secondary_fields	minor_norsca_vanaheim_mountains_troll_fjord
57010510	nag_outpost_secondary_fields	minor_norsca_iron_vanaheim_mountains_pack_ice_bay
57010511	nag_outpost_secondary_fields	minor_secondary_land_of_assassins_sorcerers_islands
57010512	nag_outpost_secondary_fields	minor_secondary_pottery_land_of_assassins_lashiek
57010513	nag_outpost_secondary_fields	minor_secondary_iron_bastonne_et_montfort_montfort
57010514	nag_outpost_secondary_fields	minor_secondary_wine_estalia_bilbali
57010515	nag_outpost_secondary_fields	wh_main_special_tobaro_secondary
57010516	nag_outpost_secondary_fields	minor_secondary_furs_forest_of_arden_gisoreux
57010517	nag_outpost_secondary_fields	minor_secondary_couronne_et_languille_languille
57010518	nag_outpost_secondary_fields	minor_secondary_bordeleaux_et_aquitaine_aquitaine
57010519	nag_outpost_secondary_fields	minor_norsca_aghol_wastelands_palace_of_princes
57010520	nag_outpost_secondary_fields	minor_norsca_aghol_wastelands_the_palace_of_ruin
57010521	nag_outpost_secondary_fields	wh2_main_special_mousillon_secondary
57010522	nag_outpost_secondary_fields	minor_norsca_albion_isle_of_wights
57010523	nag_outpost_secondary_fields	wh_main_special_citadel_of_lead_secondary
57010524	nag_outpost_secondary_fields	minor_secondary_cothique_mistnar
57010525	nag_outpost_secondary_fields	minor_secondary_dyes_yvresse_elessaeli
57010526	nag_outpost_secondary_fields	minor_secondary_yvresse_shrine_of_loec
57010527	nag_outpost_secondary_fields	minor_secondary_yvresse_tralinia
57010528	nag_outpost_secondary_fields	minor_secondary_saphery_port_elistor
57010529	nag_outpost_secondary_fields	minor_secondary_iron_saphery_tor_finu
57010530	nag_outpost_secondary_fields	minor_secondary_deadwood_shagrath
57010531	nag_outpost_secondary_fields	minor_secondary_obsidian_vor_deadwood_dargoth
57010532	nag_outpost_secondary_fields	minor_secondary_timber_deadwood_nagrar
57010533	nag_outpost_secondary_fields	minor_secondary_the_broken_land_blacklight_tower
57010534	nag_outpost_secondary_fields	minor_secondary_the_broken_land_slavers_point
57010535	nag_outpost_secondary_fields	minor_secondary_timber_chrace_elisia
57010536	nag_outpost_secondary_fields	minor_secondary_animals_volcanic_islands_fuming_serpent
57010537	nag_outpost_secondary_fields	minor_secondary_dyes_vampire_coast_the_blood_swamps
57010538	nag_outpost_secondary_fields	minor_secondary_pottery_vampire_coast_pox_marsh
57010539	nag_outpost_secondary_fields	minor_secondary_avelorn_evershale
57010540	nag_outpost_secondary_fields	minor_secondary_timber_avelorn_tor_saroir
57010541	nag_outpost_secondary_fields	minor_secondary_eataine_tower_of_lysean
57010542	nag_outpost_secondary_fields	minor_secondary_wine_eataine_angerrial
57010543	nag_outpost_secondary_fields	wh2_main_special_shrine_of_asuryan_secondary
57010544	nag_outpost_secondary_fields	minor_secondary_nagarythe_tor_dranil
57010545	nag_outpost_secondary_fields	wh2_main_special_shrine_of_khaine_secondary
57010546	nag_outpost_secondary_fields	minor_secondary_headhunters_jungle_marks_of_the_old_ones
57010547	nag_outpost_secondary_fields	minor_secondary_gold_headhunters_jungle_chupayotl
57010548	nag_outpost_secondary_fields	minor_secondary_medicine_headhunters_jungle_mangrove_coast
57010549	nag_outpost_secondary_fields	minor_secondary_northern_great_jungle_temple_of_tlencan
57010550	nag_outpost_secondary_fields	minor_secondary_medicine_northern_great_jungle_xahutec
57010551	nag_outpost_secondary_fields	minor_secondary_timber_northern_great_jungle_chaqua
57010552	nag_outpost_secondary_fields	minor_secondary_gems_ellyrion_whitefire_tor
57010553	nag_outpost_secondary_fields	minor_secondary_animals_caledor_tor_sethai
57010554	nag_outpost_secondary_fields	minor_secondary_the_road_of_skulls_kauark
57010555	nag_outpost_secondary_fields	minor_secondary_the_road_of_skulls_the_black_pillar
57010556	nag_outpost_secondary_fields	minor_secondary_wine_the_road_of_skulls_spite_reach
57010557	nag_outpost_secondary_fields	minor_secondary_the_clawed_coast_the_twisted_glade
57010558	nag_outpost_secondary_fields	minor_secondary_marble_the_clawed_coast_the_monoliths
57010559	nag_outpost_secondary_fields	minor_secondary_marble_tiranoc_whitepeak
57010560	nag_outpost_secondary_fields	minor_secondary_the_chill_road_the_great_arena
57010561	nag_outpost_secondary_fields	minor_secondary_obsidian_vor_the_chill_road_ashrak
57010562	nag_outpost_secondary_fields	minor_secondary_the_creeping_jungle_temple_of_kara
57010563	nag_outpost_secondary_fields	minor_secondary_timber_the_creeping_jungle_tlanxla
57010564	nag_outpost_secondary_fields	minor_secondary_pastures_southern_great_jungle_subatuun
57010565	nag_outpost_secondary_fields	wh2_main_special_axlotl_secondary
57010566	nag_outpost_secondary_fields	minor_secondary_the_black_flood_shroktak_mount
57010567	nag_outpost_secondary_fields	minor_secondary_the_black_flood_temple_of_khaine
57010568	nag_outpost_secondary_fields	minor_secondary_animals_the_black_flood_cragroth_deep
57010569	nag_outpost_secondary_fields	minor_secondary_the_black_coast_bleak_hold_fortress
57010570	nag_outpost_secondary_fields	minor_secondary_obsidian_peaks_circle_of_destruction
57010571	nag_outpost_secondary_fields	minor_secondary_obsidian_peaks_storag_kor
57010572	nag_outpost_secondary_fields	minor_secondary_furs_obsidian_peaks_venom_glade
57010573	nag_outpost_secondary_fields	minor_secondary_iron_mountains_har_kaldra
57010574	nag_outpost_secondary_fields	minor_secondary_iron_mountains_rackdo_gorge
57010575	nag_outpost_secondary_fields	wh2_main_special_altar_of_ultimate_darkness_secondary
57010576	nag_outpost_secondary_fields	minor_secondary_doom_glades_ice_rock_gorge
57010577	nag_outpost_secondary_fields	minor_secondary_doom_glades_temple_of_addaioth
57010578	nag_outpost_secondary_fields	wh2_main_special_def_vauls_anvil_secondary
57010579	nag_outpost_secondary_fields	minor_secondary_spine_of_sotek_monument_of_izzatal
57010580	nag_outpost_secondary_fields	minor_secondary_iron_spine_of_sotek_mine_of_the_bearded_skulls
57010581	nag_outpost_secondary_fields	minor_secondary_southern_jungle_of_pahualaxa_monument_of_the_moon
57010582	nag_outpost_secondary_fields	minor_secondary_iron_southern_jungle_of_pahualaxa_the_high_sentinel
57010583	nag_outpost_secondary_fields	minor_secondary_savages_southern_jungle_of_pahualaxa_floating_pyramid
57010584	nag_outpost_secondary_fields	minor_secondary_iron_titan_peaks_ironspike
57010585	nag_outpost_secondary_fields	minor_secondary_timber_titan_peaks_the_moon_shard
57010586	nag_outpost_secondary_fields	minor_secondary_wine_titan_peaks_ssildra_tor
57010587	nag_outpost_secondary_fields	wh2_main_special_skeggi_secondary_minor
57010588	nag_outpost_secondary_fields	wh2_main_special_fallen_gates_secondary
57010589	nag_outpost_secondary_fields	wh2_main_special_ziggurat_of_dawn_secondary
57010590	nag_outpost_secondary_fields	minor_secondary_jungles_of_green_mist_pillars_of_unseen_constellations
57010591	nag_outpost_secondary_fields	minor_secondary_pastures_jungles_of_green_mists_wellsprings_of_eternity
57010592	nag_outpost_secondary_fields	minor_secondary_northern_jungle_of_pahualaxa_port_reaver
57010593	nag_outpost_secondary_fields	minor_secondary_pottery_northern_jungle_of_pahualaxa_swamp_town
57010594	nag_outpost_secondary_fields	wh2_main_special_shrine_of_sotek_secondary
57010595	nag_outpost_secondary_fields	minor_secondary_huahuan_desert_the_golden_colossus
57010596	nag_outpost_secondary_fields	wh2_main_special_chamber_of_visions_secondary
57010597	nag_outpost_secondary_fields	minor_norsca_ironfrost_glacier_dagraks_end
57010598	nag_outpost_secondary_fields	minor_secondary_blackspine_mountains_plain_of_dogs
57010599	nag_outpost_secondary_fields	minor_secondary_obsidian_blackspine_mountains_plain_of_spiders
57010600	nag_outpost_secondary_corruption	minor_secondary_the_plain_of_bones_ash_ridge_mountains
57010601	nag_outpost_secondary_corruption	wh_dlc15_special_plain_of_bones_darkhold_secondary
57010602	nag_outpost_secondary_corruption	wh2_dlc14_special_gnoblar_country_pigbarter_secondary
57010603	nag_outpost_secondary_corruption	minor_secondary_timber_gnoblar_country_haunted_forest
57010604	nag_outpost_secondary_corruption	minor_secondary_gnoblar_country_shattered_cove
57010605	nag_outpost_secondary_corruption	minor_secondary_kingdom_of_beasts_serpent_coast
57010606	nag_outpost_secondary_corruption	minor_secondary_medicine_kingdom_of_beasts_the_cursed_jungle
57010607	nag_outpost_secondary_corruption	minor_secondary_dragon_isles_dragon_fang_mount
57010608	nag_outpost_secondary_corruption	minor_secondary_furs_dragon_isles_shattered_stone_isle
57010609	nag_outpost_secondary_corruption	minor_secondary_the_broken_teeth_desolation_of_nagash
57010610	nag_outpost_secondary_corruption	minor_secondary_iron_devils_backbone_mahrak
57010611	nag_outpost_secondary_corruption	minor_secondary_spices_devils_backbone_lybaras
57010612	nag_outpost_secondary_corruption	minor_secondary_southern_dark_lands_deadrock_gap
57010613	nag_outpost_secondary_corruption	wh2_main_special_golden_tower_of_the_gods_secondary
57010614	nag_outpost_secondary_corruption	minor_secondary_timber_crater_of_the_walking_dead_doom_glade
57010615	nag_outpost_secondary_corruption	minor_secondary_the_wolf_lands_mount_greyhag
57010616	nag_outpost_secondary_corruption	minor_secondary_marble_the_wolf_lands_mount_silverspear
57010617	nag_outpost_secondary_corruption	minor_secondary_northern_dark_lands_karak_vlag
57010618	nag_outpost_secondary_corruption	minor_secondary_northern_dark_lands_seep_gore
57010619	nag_outpost_secondary_corruption	wh2_dlc15_special_grom_peak_secondary
57010620	nag_outpost_secondary_corruption	minor_secondary_southlands_worlds_edge_mountains_lost_plateau
57010621	nag_outpost_secondary_corruption	wh2_dlc15_special_mount_arachnos_secondary
57010622	nag_outpost_secondary_corruption	minor_secondary_desolation_of_nagash_spitepeak
57010623	nag_outpost_secondary_corruption	minor_secondary_iron_desolation_of_nagash_black_iron_mine
57010624	nag_outpost_secondary_corruption	minor_norsca_goromandy_mountains_frozen_landing
57010625	nag_outpost_secondary_corruption	minor_secondary_northern_worlds_edge_mountains_karak_raziak
57010626	nag_outpost_secondary_corruption	minor_secondary_charnel_valley_granite_massif
57010627	nag_outpost_secondary_corruption	minor_secondary_eastern_badlands_crooked_fang_fort
57010628	nag_outpost_secondary_corruption	minor_secondary_eastern_badlands_valayas_sorrow
57010629	nag_outpost_secondary_corruption	minor_secondary_timber_eastern_badlands_dringorackaz
57010630	nag_outpost_secondary_corruption	minor_secondary_timber_death_pass_karag_dron
57010631	nag_outpost_secondary_corruption	wh2_main_special_iron_rock_secondary
57010632	nag_outpost_secondary_corruption	minor_secondary_dyes_peak_pass_gnashraks_lair
57010633	nag_outpost_secondary_corruption	minor_secondary_northern_worlds_edge_mountains_khazid_irkulaz
57010634	nag_outpost_secondary_corruption	minor_secondary_blightwater_deff_gorge
57010635	nag_outpost_secondary_corruption	minor_secondary_blightwater_kradtommen
57010636	nag_outpost_secondary_corruption	minor_secondary_marble_blightwater_misty_mountain
57010637	nag_outpost_secondary_corruption	minor_secondary_shifting_sands_antoch
57010638	nag_outpost_secondary_corruption	wh2_dlc09_special_bhagar_secondary
57010639	nag_outpost_secondary_corruption	wh_main_special_karag_dromar_secondary
57010640	nag_outpost_secondary_corruption	minor_secondary_zhufbar_oakenhammer
57010641	nag_outpost_secondary_corruption	minor_secondary_the_silver_road_mount_squighorn
57010642	nag_outpost_secondary_corruption	minor_secondary_the_silver_road_the_pillars_of_grungni
57010643	nag_outpost_secondary_corruption	minor_secondary_timber_eastern_oblast_volksgrad
57010644	nag_outpost_secondary_corruption	minor_secondary_southern_oblast_zavastra
57010645	nag_outpost_secondary_corruption	minor_secondary_iron_southern_oblast_fort_jakova
57010646	nag_outpost_secondary_corruption	minor_secondary_eastern_sylvania_waldenhof
57010647	nag_outpost_secondary_corruption	minor_secondary_wine_eastern_sylvania_eschen
57010648	nag_outpost_secondary_corruption	minor_secondary_gianthome_mountains_khazid_bordkarag
57010649	nag_outpost_secondary_corruption	wh_main_special_sjoktraken_secondary
57010650	nag_outpost_secondary_corruption	minor_secondary_marshes_of_madness_floating_village
57010651	nag_outpost_secondary_corruption	minor_secondary_western_sylvania_fort_oberstyre
57010652	nag_outpost_secondary_corruption	minor_secondary_pastures_western_sylvania_schwartzhafen
57010653	nag_outpost_secondary_corruption	minor_secondary_marble_ash_river_springs_of_eternal_life
57010654	nag_outpost_secondary_corruption	wh2_dlc09_special_quatar_secondary
57010655	nag_outpost_secondary_corruption	minor_secondary_northern_oblast_fort_straghov
57010656	nag_outpost_secondary_corruption	minor_secondary_salt_eastern_border_princes_matorca
57010657	nag_outpost_secondary_corruption	minor_secondary_ostermark_nagenhof
57010658	nag_outpost_secondary_corruption	minor_secondary_pastures_ostermark_essen
57010659	nag_outpost_secondary_corruption	minor_secondary_blood_river_valley_barag_dawazbag
57010660	nag_outpost_secondary_corruption	minor_secondary_furs_blood_river_valley_varenka_hills
57010661	nag_outpost_secondary_corruption	minor_secondary_salt_blood_river_valley_dok_karaz
57010662	nag_outpost_secondary_corruption	wh2_main_special_zoishenk_secondary
57010663	nag_outpost_secondary_corruption	minor_secondary_western_badlands_bitterstone_mine
57010664	nag_outpost_secondary_corruption	minor_secondary_western_badlands_dragonhorn_mines
57010665	nag_outpost_secondary_corruption	minor_secondary_western_badlands_stonemine_tower
57010666	nag_outpost_secondary_corruption	minor_secondary_salt_southern_badlands_gronti_mingol
57010667	nag_outpost_secondary_corruption	minor_secondary_savages_southern_badlands_agrul_migdhal
57010668	nag_outpost_secondary_corruption	minor_secondary_savages_southern_badlands_gor_gazan
57010669	nag_outpost_secondary_corruption	minor_secondary_ostland_castle_von_rauken
57010670	nag_outpost_secondary_corruption	minor_secondary_ostland_norden
57010671	nag_outpost_secondary_corruption	minor_norsca_mountains_of_hel_winter_pyre
57010672	nag_outpost_secondary_corruption	minor_norsca_obsidian_mountains_of_hel_altar_of_spawns
57010673	nag_outpost_secondary_corruption	minor_secondary_pottery_averland_grenzstadt
57010674	nag_outpost_secondary_corruption	minor_secondary_stirland_flensburg
57010675	nag_outpost_secondary_corruption	minor_secondary_stirland_niedling
57010676	nag_outpost_secondary_corruption	minor_secondary_talabecland_kemperbad
57010677	nag_outpost_secondary_corruption	minor_secondary_talabecland_krugenheim
57010678	nag_outpost_secondary_corruption	minor_secondary_timber_talabecland_kappelburg
57010679	nag_outpost_secondary_corruption	wh2_main_special_brass_keep_secondary
57010680	nag_outpost_secondary_corruption	minor_secondary_land_of_the_dervishes_plain_of_tuskers
57010681	nag_outpost_secondary_corruption	wh2_dlc09_special_zandri_secondary
57010682	nag_outpost_secondary_corruption	minor_secondary_black_mountains_mighdal_vongalbarak
57010683	nag_outpost_secondary_corruption	minor_secondary_pastures_black_mountains_karak_angazhar
57010684	nag_outpost_secondary_corruption	minor_secondary_solland_steingart
57010685	nag_outpost_secondary_corruption	wh_main_special_bay_of_blades_secondary
57010686	nag_outpost_secondary_corruption	wh_main_special_tower_of_khrakk_secondary
57010687	nag_outpost_secondary_corruption	minor_secondary_great_desert_of_araby_pools_of_despair
57010688	nag_outpost_secondary_corruption	minor_secondary_dyes_great_desert_of_araby_el-kalabad
57010689	nag_outpost_secondary_corruption	minor_secondary_gold_great_desert_of_araby_bel_aliad
57010690	nag_outpost_secondary_corruption	minor_secondary_marble_western_border_princes_zvorak
57010691	nag_outpost_secondary_corruption	minor_secondary_the_vaults_zarakzil
57010692	nag_outpost_secondary_corruption	minor_secondary_timber_the_vaults_karak_bhufdar
57010693	nag_outpost_secondary_corruption	minor_secondary_middenland_middenstag
57010694	nag_outpost_secondary_corruption	minor_secondary_timber_middenland_weismund
57010695	nag_outpost_secondary_corruption	wh_main_special_carroburg_secondary
57010696	nag_outpost_secondary_corruption	minor_secondary_furs_nordland_dietershafen
57010697	nag_outpost_secondary_corruption	minor_secondary_iron_wissenland_pfeildorf
57010698	nag_outpost_secondary_corruption	minor_secondary_marble_wissenland_wissenburg
57010699	nag_outpost_secondary_corruption	minor_secondary_southern_grey_mountains_grimhold
57010700	nag_outpost_secondary_corruption	minor_secondary_southern_grey_mountains_karak_azgaraz
57010701	nag_outpost_secondary_corruption	wh_main_special_ubersreik_secondary
57010702	nag_outpost_secondary_corruption	minor_secondary_reikland_eilhart
57010703	nag_outpost_secondary_corruption	minor_secondary_pastures_reikland_grunburg
57010704	nag_outpost_secondary_corruption	minor_secondary_misty_hills_wreckers_point
57010705	nag_outpost_secondary_corruption	minor_norsca_marble_mountains_of_naglfari_naglfari_plain
57010706	nag_outpost_secondary_corruption	minor_norsca_ice_tooth_mountains_longship_graveyard
57010707	nag_outpost_secondary_corruption	wh_main_special_doomkeep_secondary
57010708	nag_outpost_secondary_corruption	minor_norsca_helspire_mountains_serpent_jetty
57010709	nag_outpost_secondary_corruption	wh_main_special_monolith_of_katam_secondary
57010710	nag_outpost_secondary_corruption	wh_main_special_luccini_secondary
57010711	nag_outpost_secondary_corruption	minor_secondary_western_jungles_cuexotl
57010712	nag_outpost_secondary_corruption	wh2_dlc14_special_fyrus_secondary
57010713	nag_outpost_secondary_corruption	wh2_dlc14_special_copher_port
57010714	nag_outpost_secondary_corruption	minor_secondary_pastures_parravon_et_quenelles_quenelles
57010715	nag_outpost_secondary_corruption	minor_secondary_salt_carcassone_et_brionne_brionne
57010716	nag_outpost_secondary_corruption	minor_secondary_gems_atalan_mountains_eye_of_the_panther
57010717	nag_outpost_secondary_corruption	minor_secondary_iron_atalan_mountains_martek
